"","Run","Age","Assay.Type","AssemblyName","AvgSpotLen","Bases","Biomaterial_provider","BioProject","BioSample","BioSampleModel","Bytes","Cell_Line","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","disease","disease_stage","Ethnicity","Experiment","Instrument","isolate","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","Sample.Name","sample_type","sex","SRA.Study","tissue"
"232","SRR8615271",69,"RNA-Seq","GCA_000001405.13",202,21369432136,"NIBRI","PRJNA523380","SAMN10988361","Human",12029003654,"Caki-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (clear_cell_renal_cell_carcinoma)","primary","Caucasian","SRX5414482","Illumina HiSeq 2500","cell line","RNASeq-CAKI2_KIDNEY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAKI2_KIDNEY","cell culture","male","SRP186687","kidney"
"233","SRR8615272",49,"RNA-Seq","GCA_000001405.13",202,16272128180,"ATCC:Caki-1","PRJNA523380","SAMN10987640","Human",8123912841,"Caki-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (clear_cell_renal_cell_carcinoma)","metastasis","Caucasian","SRX5414481","Illumina HiSeq 2500","cell line","RNASeq-CAKI1_KIDNEY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAKI1_KIDNEY","cell culture","male","SRP186687","kidney"
"234","SRR8615273",19,"RNA-Seq","GCA_000001405.13",202,18432294768,"DSMZ:CADO-ES1","PRJNA523380","SAMN10988559","Human",10281425911,"CADO-ES1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","metastasis","Asian","SRX5414480","Illumina HiSeq 2500","cell line","RNASeq-CADOES1_BONE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CADOES1_BONE","cell culture","female","SRP186687","bone"
"235","SRR8615274",65,"RNA-Seq","GCA_000001405.13",202,22082180450,"RIKEN:EC-GI-10","PRJNA523380","SAMN10987728","Human",12377733102,"EC-GI-10","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414479","Illumina HiSeq 2500","cell line","RNASeq-ECGI10_OESOPHAGUS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","ECGI10_OESOPHAGUS","cell culture","male","SRP186687","oesophagus"
"236","SRR8615275",71,"RNA-Seq","GCA_000001405.13",202,18984062414,"NIBRI","PRJNA523380","SAMN10988293","Human",10113984519,"HEC-1-A","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414478","Illumina HiSeq 2500","cell line","RNASeq-HEC1A_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEC1A_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"237","SRR8615276",NA,"RNA-Seq","GCA_000001405.13",202,18399478050,"HSSRB","PRJNA523380","SAMN10987651","Human",9047652756,"HEC-151","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414477","Illumina HiSeq 2500","cell line","RNASeq-HEC151_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEC151_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"238","SRR8615277",NA,"RNA-Seq","GCA_000001405.13",202,19740738860,"HSSRB","PRJNA523380","SAMN10987841","Human",9790575952,"HEC-108","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Asian","SRX5414476","Illumina HiSeq 2500","cell line","RNASeq-HEC108_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HEC108_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"239","SRR8615279",29,"RNA-Seq","GCA_000001405.13",202,20633883274,NA,"PRJNA523380","SAMN10988283","Human",10310605940,"HD-MY-Z","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (Hodgkin_lymphoma)","metastasis","Caucasian","SRX5414474","Illumina HiSeq 2500","cell line","RNASeq-HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture",NA,"SRP186687","haematopoietic_and_lymphoid_tissue"
"240","SRR8615280",74,"RNA-Seq","GCA_000001405.13",202,16713103876,"DSMZ:HDLM-2","PRJNA523380","SAMN10988513","Human",7636670706,"HDLM-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (Hodgkin_lymphoma)","metastasis","Caucasian","SRX5414473","Illumina HiSeq 2500","cell line","RNASeq-HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"241","SRR8615281",NA,"RNA-Seq","GCA_000001405.13",202,17097595726,"NIBRI","PRJNA523380","SAMN10987770","Human",8460067159,"HCT-15","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414472","Illumina HiSeq 2500","cell line","RNASeq-HCT15_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HCT15_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
"242","SRR8615282",NA,"RNA-Seq","GCA_000001405.13",202,16946894434,"NIBRI","PRJNA523380","SAMN10988251","Human",8428714087,"HCT 116","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Caucasian","SRX5414471","Illumina HiSeq 2500","cell line","RNASeq-HCT116_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HCT116_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
"243","SRR8615283",65,"RNA-Seq","GCA_000001405.13",202,18551489110,"KCLB:HCC-95","PRJNA523380","SAMN10987960","Human",9066864566,"HCC-95","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414470","Illumina HiSeq 2500","cell line","RNASeq-HCC95_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HCC95_LUNG","cell culture","male","SRP186687","lung"
"244","SRR8615284",39,"RNA-Seq","GCA_000001405.13",202,20508601864,"ATCC:HCC827","PRJNA523380","SAMN10988440","Human",10868868900,"HCC827","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414469","Illumina HiSeq 2500","cell line","RNASeq-HCC827_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","HCC827_LUNG","cell culture","female","SRP186687","lung"
"245","SRR8615285",58,"RNA-Seq","GCA_000001405.13",202,17274193418,"DSMZ:EJM","PRJNA523380","SAMN10989569","Human",9341343325,"EJM","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (plasma_cell_myeloma)","primary","Caucasian","SRX5414468","Illumina HiSeq 2500","cell line","RNASeq-EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"246","SRR8615286",NA,"RNA-Seq","GCA_000001405.13",202,17438898158,"Garraway Lab","PRJNA523380","SAMN10989588","Human",9355627186,"EKVX","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (adenocarcinoma)","primary","Caucasian","SRX5414467","Illumina HiSeq 2500","cell line","RNASeq-EKVX_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EKVX_LUNG","cell culture",NA,"SRP186687","lung"
"247","SRR8615287",36,"RNA-Seq","GCA_000001405.13",202,14595824514,"NIBRI","PRJNA523380","SAMN10988215","Human",7266665898,"EFO-27","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (mucinous_carcinoma)","metastasis","Caucasian","SRX5414466","Illumina HiSeq 2500","cell line","RNASeq-EFO27_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EFO27_OVARY","cell culture","female","SRP186687","ovary"
"248","SRR8615288",69,"RNA-Seq","GCA_000001405.13",202,21129342006,"DSMZ:EHEB","PRJNA523380","SAMN10988486","Human",11931034302,"EHEB","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma)","primary","Caucasian","SRX5414465","Illumina HiSeq 2500","cell line","RNASeq-EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"249","SRR8615289",50,"RNA-Seq","GCA_000001405.13",202,18050049764,"DSMZ:EFM-19","PRJNA523380","SAMN10988267","Human",9671542852,"EFM-19","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","metastasis","Caucasian","SRX5414464","Illumina HiSeq 2500","cell line","RNASeq-EFM19_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EFM19_BREAST","cell culture","female","SRP186687","breast"
"250","SRR8615290",56,"RNA-Seq","GCA_000001405.13",202,22641786706,"NIBRI","PRJNA523380","SAMN10988346","Human",11284085470,"EFO-21","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (serous_carcinoma)","metastasis","Caucasian","SRX5414463","Illumina HiSeq 2500","cell line","RNASeq-EFO21_OVARY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EFO21_OVARY","cell culture","female","SRP186687","ovary"
"251","SRR8615292",46,"RNA-Seq","GCA_000001405.13",202,24186584736,"NIBRI","PRJNA523380","SAMN10988213","Human",13419881688,"EFM-192A","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414461","Illumina HiSeq 2500","cell line","RNASeq-EFM192A_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EFM192A_BREAST","cell culture","female","SRP186687","breast"
"252","SRR8615293",5,"RNA-Seq","GCA_000001405.13",202,23899716860,"DSMZ:EM-2","PRJNA523380","SAMN10988561","Human",13323259630,"EM-2","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)","primary","Caucasian","SRX5414460","Illumina HiSeq 2500","cell line","RNASeq-EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"253","SRR8615294",50,"RNA-Seq","GCA_000001405.13",202,20004519954,"DSMZ:EN","PRJNA523380","SAMN10988280","Human",11199521225,"EN","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414459","Illumina HiSeq 2500","cell line","RNASeq-EN_ENDOMETRIUM","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","EN_ENDOMETRIUM","cell culture","female","SRP186687","endometrium"
"254","SRR8615296",NA,"RNA-Seq","GCA_000001405.13",202,16595930342,"RIKEN:PK-1","PRJNA523380","SAMN10988147","Human",8293823915,"PK-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414457","Illumina HiSeq 2500","cell line","RNASeq-PK1_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PK1_PANCREAS","cell culture",NA,"SRP186687","pancreas"
"255","SRR8615297",62,"RNA-Seq","GCA_000001405.13",202,17281331694,"ATCC:DU4475","PRJNA523380","SAMN10987660","Human",8668131709,"DU4475","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma)","metastasis","Caucasian","SRX5414456","Illumina HiSeq 2500","cell line","RNASeq-DU4475_BREAST","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","DU4475_BREAST","cell culture","female","SRP186687","breast"
"256","SRR8615298",67,"RNA-Seq","GCA_000001405.13",202,17484493396,"ECACC:PE/CA-PJ41 (clone D2)","PRJNA523380","SAMN10988012","Human",9413258971,"PE/CA-PJ41 (clone D2)","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414455","Illumina HiSeq 2500","cell line","RNASeq-PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","cell culture","female","SRP186687","upper_aerodigestive_tract"
"257","SRR8615299",60,"RNA-Seq","GCA_000001405.13",202,17957920190,"ECACC:PE/CA-PJ34 (clone C12)","PRJNA523380","SAMN10988009","Human",9638967745,"PE/CA-PJ34 (clone C12)","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414454","Illumina HiSeq 2500","cell line","RNASeq-PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"258","SRR8615300",69,"RNA-Seq","GCA_000001405.13",202,12874566152,"ATCC:DU 145","PRJNA523380","SAMN10988253","Human",6457973317,"DU 145","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Caucasian","SRX5414453","Illumina HiSeq 2500","cell line","RNASeq-DU145_PROSTATE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","DU145_PROSTATE","cell culture","male","SRP186687","prostate"
"259","SRR8615301",NA,"RNA-Seq","GCA_000001405.13",202,20043657050,NA,"PRJNA523380","SAMN10989619","Human",10688262627,"PC9","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,"SRX5414452","Illumina HiSeq 2500","cell line","RNASeq-PC9_LUNG","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PC9_LUNG","cell culture",NA,"SRP186687","lung"
"260","SRR8615302",NA,"RNA-Seq","GCA_000001405.13",202,23308140266,"ATCC:Pfeiffer","PRJNA523380","SAMN10988533","Human",12594147611,"Pfeiffer","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)","metastasis","Caucasian","SRX5414451","Illumina HiSeq 2500","cell line","RNASeq-PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","male","SRP186687","haematopoietic_and_lymphoid_tissue"
"261","SRR8615303",6,"RNA-Seq","GCA_000001405.13",202,19076573970,"DSMZ:PF-382","PRJNA523380","SAMN10988497","Human",10304979056,"PF-382","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)","metastasis","Caucasian","SRX5414450","Illumina HiSeq 2500","cell line","RNASeq-PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"262","SRR8615304",4,"RNA-Seq","GCA_000001405.13",202,20896584072,"HSRRB","PRJNA523380","SAMN10988124","Human",11222831907,"PEER","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)","primary","Caucasian","SRX5414449","Illumina HiSeq 2500","cell line","RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"263","SRR8615305",57,"RNA-Seq","GCA_000001405.13",202,21418469252,"ECACC:PE/CA-PJ49","PRJNA523380","SAMN10988008","Human",11490019970,"PE/CA-PJ49","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (squamous_cell_carcinoma)","primary","Caucasian","SRX5414448","Illumina HiSeq 2500","cell line","RNASeq-PECAPJ49_UPPER_AERODIGESTIVE_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","PECAPJ49_UPPER_AERODIGESTIVE_TRACT","cell culture","male","SRP186687","upper_aerodigestive_tract"
"264","SRR8615306",NA,"RNA-Seq","GCA_000001405.13",202,20309579546,"KCLB:SNU-308","PRJNA523380","SAMN10988081","Human",10953452293,"SNU-308","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414447","Illumina HiSeq 2500","cell line","RNASeq-SNU308_BILIARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU308_BILIARY_TRACT","cell culture",NA,"SRP186687","biliary_tract"
"265","SRR8615307",62,"RNA-Seq","GCA_000001405.13",202,17414934292,"KCLB:SNU-283","PRJNA523380","SAMN10988079","Human",8055276789,"SNU-283","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414446","Illumina HiSeq 2500","cell line","RNASeq-SNU283_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU283_LARGE_INTESTINE","cell culture","female","SRP186687","large_intestine"
"266","SRR8615308",NA,"RNA-Seq","GCA_000001405.13",202,19983963424,"KCLB:SNU-245","PRJNA523380","SAMN10988083","Human",10753671373,"SNU-245","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414445","Illumina HiSeq 2500","cell line","RNASeq-SNU245_BILIARY_TRACT","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU245_BILIARY_TRACT","cell culture",NA,"SRP186687","biliary_tract"
"267","SRR8615309",46,"RNA-Seq","GCA_000001405.13",202,20475156118,"KCLB:SNU-216","PRJNA523380","SAMN10988071","Human",10983810422,"SNU-216","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414444","Illumina HiSeq 2500","cell line","RNASeq-SNU216_STOMACH","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU216_STOMACH","cell culture","female","SRP186687","stomach"
"268","SRR8615310",42,"RNA-Seq","GCA_000001405.13",202,24721574868,"NIBRI","PRJNA523380","SAMN10987942","Human",13321548294,"SNU-398","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (hepatocellular_carcinoma)","primary","Asian","SRX5414443","Illumina HiSeq 2500","cell line","RNASeq-SNU398_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU398_LIVER","cell culture","male","SRP186687","liver"
"269","SRR8615311",41,"RNA-Seq","GCA_000001405.13",202,15622913512,"ATCC:SNU-387","PRJNA523380","SAMN10987947","Human",7878715597,"SNU-387","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (hepatocellular_carcinoma)","primary","Asian","SRX5414442","Illumina HiSeq 2500","cell line","RNASeq-SNU387_LIVER","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU387_LIVER","cell culture","female","SRP186687","liver"
"270","SRR8615312",68,"RNA-Seq","GCA_000001405.13",202,22565708456,"KCLB:SNU-349","PRJNA523380","SAMN10988037","Human",12117472831,"SNU-349","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (clear_cell_renal_cell_carcinoma)","primary","Asian","SRX5414441","Illumina HiSeq 2500","cell line","RNASeq-SNU349_KIDNEY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU349_KIDNEY","cell culture","male","SRP186687","kidney"
"271","SRR8615313",50,"RNA-Seq","GCA_000001405.13",202,24185515954,"KCLB:SNU-324","PRJNA523380","SAMN10987733","Human",13026281161,"SNU-324","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414440","Illumina HiSeq 2500","cell line","RNASeq-SNU324_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU324_PANCREAS","cell culture","male","SRP186687","pancreas"
"272","SRR8615314",3,"RNA-Seq","GCA_000001405.13",202,21172102982,"DSMZ:NALM-1","PRJNA523380","SAMN10988498","Human",11180555889,"NALM-1","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)","primary","African_american","SRX5414439","Illumina HiSeq 2500","cell line","RNASeq-NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell culture","female","SRP186687","haematopoietic_and_lymphoid_tissue"
"273","SRR8615315",75,"RNA-Seq","GCA_000001405.13",202,23335050100,"DSMZ:CAL-54","PRJNA523380","SAMN10988487","Human",13026353144,"CAL-54","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (renal_cell_carcinoma)","metastasis","Caucasian","SRX5414438","Illumina HiSeq 2500","cell line","RNASeq-CAL54_KIDNEY","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","CAL54_KIDNEY","cell culture","male","SRP186687","kidney"
"274","SRR8615316",53,"RNA-Seq","GCA_000001405.13",202,21454590690,"KCLB:SNU-410","PRJNA523380","SAMN10988085","Human",11515923661,"SNU-410","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","primary","Asian","SRX5414437","Illumina HiSeq 2500","cell line","RNASeq-SNU410_PANCREAS","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU410_PANCREAS","cell culture","male","SRP186687","pancreas"
"275","SRR8615317",37,"RNA-Seq","GCA_000001405.13",202,17916364548,"KCLB:SNU-407","PRJNA523380","SAMN10988068","Human",9030629674,"SNU-407","BROAD INSTITUTE","public","bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma","metastasis","Asian","SRX5414436","Illumina HiSeq 2500","cell line","RNASeq-SNU407_LARGE_INTESTINE","PAIRED","cDNA","TRANSCRIPTOMIC","Homo sapiens","ILLUMINA","2019-03-27T00:00:00Z","SNU407_LARGE_INTESTINE","cell culture","male","SRP186687","large_intestine"
