"","X","filename","dir","alias","center_name","accession","broker_name","Cell_line","Tissue_supergroup","Metastatic_Tissue","Primary_Tissue","Tissue_Diagnosis","Age","Age_Unit","Gender","Ethnicity","Growth_Media","Freeze_Media","ENA.CHECKLIST","cellid","batchid"
"EGAN00001187825","EGAN00001187825.sample.xml","EGAN00001187825.sample.xml","EGAD00001000725","587488","GENENTECH","ERS395266","EGA","CL-40","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","CL-40",NA
"EGAN00001187826","EGAN00001187826.sample.xml","EGAN00001187826.sample.xml","EGAD00001000725","587489","GENENTECH","ERS395267","EGA","COLO 201","Colo-Rectal",NA,"Colon","Adenocarcinoma","70","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 201",NA
"EGAN00001187827","EGAN00001187827.sample.xml","EGAN00001187827.sample.xml","EGAD00001000725","636043","GENENTECH","ERS395268","EGA","COLO 205","Colo-Rectal","Ascites","Colon","Adenocarcinoma","70","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-205",NA
"EGAN00001187828","EGAN00001187828.sample.xml","EGAN00001187828.sample.xml","EGAD00001000725","636044","GENENTECH","ERS395269","EGA","COLO 206F","Colo-Rectal",NA,"Colon","Adenocarcinoma","70","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 206F",NA
"EGAN00001187829","EGAN00001187829.sample.xml","EGAN00001187829.sample.xml","EGAD00001000725","587491","GENENTECH","ERS395270","EGA","COLO 320DM","Colo-Rectal",NA,"Colon","Carcinoma","55","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 320DM",NA
"EGAN00001187830","EGAN00001187830.sample.xml","EGAN00001187830.sample.xml","EGAD00001000725","587495","GENENTECH","ERS395271","EGA","COLO 678","Colo-Rectal",NA,"Colon","Carcinoma","69","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-678",NA
"EGAN00001187831","EGAN00001187831.sample.xml","EGAN00001187831.sample.xml","EGAD00001000725","586988","GENENTECH","ERS395272","EGA","COLO 679","Skin",NA,"Skin","Melanoma","47","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-679",NA
"EGAN00001187832","EGAN00001187832.sample.xml","EGAN00001187832.sample.xml","EGAD00001000725","639209","GENENTECH","ERS395273","EGA","COLO 680N","Head-Neck",NA,"Esophagus","Carcinoma Squamous Cell","57","Years","Female","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-680N",NA
"EGAN00001187833","EGAN00001187833.sample.xml","EGAN00001187833.sample.xml","EGAD00001000725","637189","GENENTECH","ERS395274","EGA","COLO 699","Lung",NA,"Lung","Adenocarcinoma","57","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-699",NA
"EGAN00001187834","EGAN00001187834.sample.xml","EGAN00001187834.sample.xml","EGAD00001000725","587492","GENENTECH","ERS395275","EGA","COLO 741","Colo-Rectal",NA,"Colon","Carcinoma","69","Years",NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""90% Complete Growth Media, 10% DMSO""","ERC000026","COLO-741",NA
"EGAN00001187835","EGAN00001187835.sample.xml","EGAN00001187835.sample.xml","EGAD00001000725","639180","GENENTECH","ERS395276","EGA","COLO 792","Skin",NA,"Skin","Melanoma","62","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-792",NA
"EGAN00001187836","EGAN00001187836.sample.xml","EGAN00001187836.sample.xml","EGAD00001000725","636875","GENENTECH","ERS395277","EGA","COLO 794","Skin",NA,"Skin","Melanoma","14","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 794",NA
"EGAN00001187837","EGAN00001187837.sample.xml","EGAN00001187837.sample.xml","EGAD00001000725","586990","GENENTECH","ERS395278","EGA","COLO 800","Skin",NA,"Skin","Melanoma","14","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-800",NA
"EGAN00001187838","EGAN00001187838.sample.xml","EGAN00001187838.sample.xml","EGAD00001000725","587731","GENENTECH","ERS395279","EGA","COLO 829","Skin",NA,"Skin","Melanoma","45","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-829",NA
"EGAN00001187839","EGAN00001187839.sample.xml","EGAN00001187839.sample.xml","EGAD00001000725","586992","GENENTECH","ERS395280","EGA","COLO 849","Skin","Lymph Node","Skin","Melanoma Metastatic","43","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-849",NA
"EGAN00001187840","EGAN00001187840.sample.xml","EGAN00001187840.sample.xml","EGAD00001000725","636864","GENENTECH","ERS395281","EGA","COLO 853","Skin",NA,"Skin","Melanoma","43","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 853",NA
"EGAN00001187841","EGAN00001187841.sample.xml","EGAN00001187841.sample.xml","EGAD00001000725","636847","GENENTECH","ERS395282","EGA","COLO 857","Skin",NA,"Skin","Melanoma","43","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO 857",NA
"EGAN00001187842","EGAN00001187842.sample.xml","EGAN00001187842.sample.xml","EGAD00001000725","636075","GENENTECH","ERS395283","EGA","COLO-704","Ovary",NA,"Ovary","Adenocarcinoma","46","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""FBS, 90%; DMSO, 10%""","ERC000026","COLO-704",NA
"EGAN00001187843","EGAN00001187843.sample.xml","EGAN00001187843.sample.xml","EGAD00001000725","636442","GENENTECH","ERS395284","EGA","COLO-783","Skin","Lymph Node","Skin","Melanoma Metastatic","48","Years","Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-783",NA
"EGAN00001187844","EGAN00001187844.sample.xml","EGAN00001187844.sample.xml","EGAD00001000725","636087","GENENTECH","ERS395285","EGA","COLO-818","Skin",NA,"Skin","Melanoma Metastatic",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Gln""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COLO-818",NA
"EGAN00001187845","EGAN00001187845.sample.xml","EGAN00001187845.sample.xml","EGAD00001000725","636857","GENENTECH","ERS395286","EGA","COR-L26","Lung",NA,"Lung","Carcinoma Large Cell",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COR-L26",NA
"EGAN00001187846","EGAN00001187846.sample.xml","EGAN00001187846.sample.xml","EGAD00001000725","636841","GENENTECH","ERS395287","EGA","COR-L279","Lung",NA,"Lung","Carcinoma Small Cell","63","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COR-L279",NA
"EGAN00001187847","EGAN00001187847.sample.xml","EGAN00001187847.sample.xml","EGAD00001000725","636842","GENENTECH","ERS395288","EGA","COR-L47","Lung",NA,"Lung","Carcinoma Small Cell","67","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COR-L47",NA
"EGAN00001187848","EGAN00001187848.sample.xml","EGAN00001187848.sample.xml","EGAD00001000725","636830","GENENTECH","ERS395289","EGA","COR-L88","Lung",NA,"Lung","Carcinoma Small Cell","55","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COR-L88",NA
"EGAN00001187849","EGAN00001187849.sample.xml","EGAN00001187849.sample.xml","EGAD00001000725","636141","GENENTECH","ERS395290","EGA","COV318","Ovary","Ascites","Ovary","Carcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV318",NA
"EGAN00001187850","EGAN00001187850.sample.xml","EGAN00001187850.sample.xml","EGAD00001000725","636154","GENENTECH","ERS395291","EGA","COV362","Ovary","Pleura","Ovary","Carcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV362",NA
"EGAN00001187851","EGAN00001187851.sample.xml","EGAN00001187851.sample.xml","EGAD00001000725","636839","GENENTECH","ERS395292","EGA","COV413A","Ovary",NA,"Ovary","Carcinoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV413A",NA
"EGAN00001187852","EGAN00001187852.sample.xml","EGAN00001187852.sample.xml","EGAD00001000725","636142","GENENTECH","ERS395293","EGA","COV413B","Ovary",NA,"Ovary","Carcinoma",NA,NA,"Female",NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV413B",NA
"EGAN00001187853","EGAN00001187853.sample.xml","EGAN00001187853.sample.xml","EGAD00001000725","636882","GENENTECH","ERS395294","EGA","COV434","Ovary",NA,"Ovary","Tumor Granulosa Cell",NA,NA,"Female",NA,"DMEM; 10% FBS; 2mM L-Glutamine","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV434",NA
"EGAN00001187854","EGAN00001187854.sample.xml","EGAN00001187854.sample.xml","EGAD00001000725","636780","GENENTECH","ERS395295","EGA","COV504","Ovary","Pleura","Ovary","Carcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV504",NA
"EGAN00001187855","EGAN00001187855.sample.xml","EGAN00001187855.sample.xml","EGAD00001000725","636748","GENENTECH","ERS395296","EGA","COV644","Ovary",NA,"Ovary","Carcinoma",NA,NA,NA,NA,"""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","COV644",NA
"EGAN00001187856","EGAN00001187856.sample.xml","EGAN00001187856.sample.xml","EGAD00001000725","636843","GENENTECH","ERS395297","EGA","CPC-N","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,NA,NA,"""McCoys 5A, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","CPC-N",NA
"EGAN00001187857","EGAN00001187857.sample.xml","EGAN00001187857.sample.xml","EGAD00001000725","639165","GENENTECH","ERS395298","EGA","CW-2","Colo-Rectal",NA,"Colon","Carcinoma","45","Years","Female","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","CW-2",NA
"EGAN00001187858","EGAN00001187858.sample.xml","EGAN00001187858.sample.xml","EGAD00001000725","587496","GENENTECH","ERS395299","EGA","CX-1","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","CX-1",NA
"EGAN00001187859","EGAN00001187859.sample.xml","EGAN00001187859.sample.xml","EGAD00001000725","635999","GENENTECH","ERS395300","EGA","DAN-G","Pancreas",NA,"Pancreas","Adenocarcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DAN-G",NA
"EGAN00001187860","EGAN00001187860.sample.xml","EGAN00001187860.sample.xml","EGAD00001000725","587405","GENENTECH","ERS395301","EGA","Daudi","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type",NA,NA,NA,NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","Daudi",NA
"EGAN00001187861","EGAN00001187861.sample.xml","EGAN00001187861.sample.xml","EGAD00001000725","587607","GENENTECH","ERS395302","EGA","DB","Lymphoid",NA,"Lymph Node","Lymphoma B-cell","45","Years","Male","Caucasian","""RPMI-1640 10% HI FBS, 2mM Glutamine""","""Complete Growth Media, 90%; DMSO, 10%""","ERC000026","DB",NA
"EGAN00001187862","EGAN00001187862.sample.xml","EGAN00001187862.sample.xml","EGAD00001000725","639181","GENENTECH","ERS395303","EGA","DEOC-1","Skin",NA,"Skin","Melanoma","59","Years","Male","Japanese","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DEOC-1",NA
"EGAN00001187863","EGAN00001187863.sample.xml","EGAN00001187863.sample.xml","EGAD00001000725","636054","GENENTECH","ERS395304","EGA","Detroit 562","Head-Neck",NA,"Nasal Pharynx","Carcinoma",NA,NA,"Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""90% FBS; DMSO, 10%""","ERC000026","Detroit562",NA
"EGAN00001187864","EGAN00001187864.sample.xml","EGAN00001187864.sample.xml","EGAD00001000725","587497","GENENTECH","ERS395305","EGA","DLD-1","Colo-Rectal",NA,"Colon","Adenocarcinoma",NA,NA,"Male",NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DLD-1",NA
"EGAN00001187865","EGAN00001187865.sample.xml","EGAN00001187865.sample.xml","EGAD00001000725","636789","GENENTECH","ERS395306","EGA","DMS 273","Lung",NA,"Lung","Carcinoma Small Cell","50","Years","Female",NA,"""Waymouth's MB 752/1 medium, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DMS-273",NA
"EGAN00001187866","EGAN00001187866.sample.xml","EGAN00001187866.sample.xml","EGAD00001000725","639168","GENENTECH","ERS395307","EGA","DMS 454","Lung",NA,"Lung","Carcinoma Small Cell",NA,NA,"Male",NA,"""Waymouth's MB 752/1 medium, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DMS 454",NA
"EGAN00001187867","EGAN00001187867.sample.xml","EGAN00001187867.sample.xml","EGAD00001000725","639169","GENENTECH","ERS395308","EGA","DMS 53","Lung",NA,"Lung","Carcinoma Small Cell","54","Years","Male","Caucasian","""Waymouth's MB 752/1 medium, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DMS-53",NA
"EGAN00001187868","EGAN00001187868.sample.xml","EGAN00001187868.sample.xml","EGAD00001000725","636829","GENENTECH","ERS395309","EGA","DMS 79","Lung",NA,"Lung","Carcinoma Small Cell","65","Years",NA,"Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DMS-79",NA
"EGAN00001187869","EGAN00001187869.sample.xml","EGAN00001187869.sample.xml","EGAD00001000725","587608","GENENTECH","ERS395310","EGA","DOHH-2","Lymphoid","""Effusion, Pleural""","Lymph Node","Lymphoma B-cell","60","Years","Male",NA,"""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","90% Complete growth medium; 10% DMSO","ERC000026","DOHH-2",NA
"EGAN00001187870","EGAN00001187870.sample.xml","EGAN00001187870.sample.xml","EGAD00001000725","636105","GENENTECH","ERS395311","EGA","DOK","Head-Neck",NA,"Tongue","Dysplasia",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DOK",NA
"EGAN00001187871","EGAN00001187871.sample.xml","EGAN00001187871.sample.xml","EGAD00001000725","587669","GENENTECH","ERS395312","EGA","DOR 13","Ovary",NA,"Ovary","Carcinoma",NA,NA,"Female",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DOR 13",NA
"EGAN00001187872","EGAN00001187872.sample.xml","EGAN00001187872.sample.xml","EGAD00001000725","636081","GENENTECH","ERS395313","EGA","DU 145","Other",NA,"Prostate","Carcinoma","69","Years","Male","Caucasian","""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DU-145",NA
"EGAN00001187873","EGAN00001187873.sample.xml","EGAN00001187873.sample.xml","EGAD00001000725","636774","GENENTECH","ERS395314","EGA","DU4475","Breast",NA,"Breast","Carcinoma","70","Years","Female","Caucasian","""DMEM, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DU-4475",NA
"EGAN00001187874","EGAN00001187874.sample.xml","EGAN00001187874.sample.xml","EGAD00001000725","636787","GENENTECH","ERS395315","EGA","DV-90","Lung",NA,"Lung","Adenocarcinoma","50","Years","Male",NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","DV-90",NA
"EGAN00001187875","EGAN00001187875.sample.xml","EGAN00001187875.sample.xml","EGAD00001000725","587609","GENENTECH","ERS395316","EGA","EB-3","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type","3","Years","Male","African","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EB-3",NA
"EGAN00001187876","EGAN00001187876.sample.xml","EGAN00001187876.sample.xml","EGAD00001000725","587610","GENENTECH","ERS395317","EGA","EB1","Lymphoid",NA,"Lymph Node","Malignant Lymphoma - Burkitts Type",NA,NA,NA,NA,"""RPMI-1640 10% HI FBS, 2mM Glutamine""","""RPMI-1640, 20% HI FBS, 10% DMSO""","ERC000026","EB1",NA
"EGAN00001187877","EGAN00001187877.sample.xml","EGAN00001187877.sample.xml","EGAD00001000725","636760","GENENTECH","ERS395318","EGA","EB2","Lymphoid",NA,"Blood","Malignant Lymphoma - Burkitts Type","7","Years","Female","African","""RPMI-1640, 10% HI FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EB2",NA
"EGAN00001187878","EGAN00001187878.sample.xml","EGAN00001187878.sample.xml","EGAD00001000725","587529","GENENTECH","ERS395319","EGA","EBC-1","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% TET Free FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EBC-1",NA
"EGAN00001187879","EGAN00001187879.sample.xml","EGAN00001187879.sample.xml","EGAD00001000725","587443","GENENTECH","ERS395320","EGA","EFM-19","Breast","""Effusion, Pleural""","Breast","Carcinoma","50","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EFM-19",NA
"EGAN00001187880","EGAN00001187880.sample.xml","EGAN00001187880.sample.xml","EGAD00001000725","587444","GENENTECH","ERS395321","EGA","EFM-192A","Breast",NA,"Breast","Adenocarcinoma","46","Years","Female","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EFM-192A",NA
"EGAN00001187881","EGAN00001187881.sample.xml","EGAN00001187881.sample.xml","EGAD00001000725","635983","GENENTECH","ERS395322","EGA","EFM-192B","Breast",NA,"Breast","Adenocarcinoma","46","Years","Female","Caucasian","""RPMI-1640, 20% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EFM-192B",NA
"EGAN00001187882","EGAN00001187882.sample.xml","EGAN00001187882.sample.xml","EGAD00001000725","636861","GENENTECH","ERS395323","EGA","EFM-192C","Breast",NA,"Breast","Adenocarcinoma","46","Years","Female","Caucasian","""RPMI-1640, 20% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EFM-192C",NA
"EGAN00001187883","EGAN00001187883.sample.xml","EGAN00001187883.sample.xml","EGAD00001000725","587671","GENENTECH","ERS395324","EGA","EFO-27","Ovary",NA,"Ovary","Adenocarcinoma","36","Years","Female",NA,"80% RPMI 1640 + 20% FBS + 2 mM L-glutamine + 1x MEM non-essential amino acids + 1 mM sodium pyruvate","""FBS, 90%; DMSO, 10%""","ERC000026","EFO-27",NA
"EGAN00001187884","EGAN00001187884.sample.xml","EGAN00001187884.sample.xml","EGAD00001000725","635600","GENENTECH","ERS395325","EGA","EJM","Lymphoid","Peritoneum","Blood","Multiple Myeloma","58","Years","Female",NA,"""RPMI-1640, 10% Heat inactivated FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EJM",NA
"EGAN00001187885","EGAN00001187885.sample.xml","EGAN00001187885.sample.xml","EGAD00001000725","587533","GENENTECH","ERS395326","EGA","EKVX","Lung",NA,"Lung","Carcinoma Non-Small Cell",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EKVX",NA
"EGAN00001187886","EGAN00001187886.sample.xml","EGAN00001187886.sample.xml","EGAD00001000725","636788","GENENTECH","ERS395327","EGA","EPLC-272H","Lung",NA,"Lung","Carcinoma","57","Years","Male","Caucasian","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EPLC-272H",NA
"EGAN00001187887","EGAN00001187887.sample.xml","EGAN00001187887.sample.xml","EGAD00001000725","587672","GENENTECH","ERS395328","EGA","ES-2","Ovary",NA,"Ovary","Adenocarcinoma Clear Cell","47","Years","Female","African","""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","ES-2",NA
"EGAN00001187888","EGAN00001187888.sample.xml","EGAN00001187888.sample.xml","EGAD00001000725","587445","GENENTECH","ERS395329","EGA","EVSA-T","Breast","Ascites","Breast","Carcinoma",NA,NA,NA,NA,"""RPMI-1640, 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","EVSA-T",NA
"EGAN00001187889","EGAN00001187889.sample.xml","EGAN00001187889.sample.xml","EGAD00001000725","636797","GENENTECH","ERS395330","EGA","FaDu","Head-Neck",NA,"Nasal Pharynx","Carcinoma Squamous Cell",NA,NA,NA,NA,"""RPMI-1640 10% FBS, 2mM L-Glutamine""","""Complete growth medium, 90%; DMSO, 10%""","ERC000026","FADU",NA
"EGAN00001187890","EGAN00001187890.sample.xml","EGAN00001187890.sample.xml","EGAD00001000725","587611","GENENTECH","ERS395331","EGA","Farage","Lymphoid",NA,"Blood","Lymphoma Non-Hodgkins",NA,NA,NA,NA,"#N/A","#N/A","ERC000026","Farage",NA
