,BHKLAB.DRUGID,SMILES,INCHIKEY,PUBCHEM CID,DATABASE ID,MOLECULE_NAME,TARGET_NAME,DATABASE
149,"3,5-Diiodotyrosine",C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,NYPYHUZRZVSYKL-UHFFFAOYSA-N,6181,DB03374,"3,5-Diiodotyrosine",NULL,DrugBank
150,"3,5-Diiodotyrosine",C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,NYPYHUZRZVSYKL-UHFFFAOYSA-N,6181,DB03374,"3,5-Diiodotyrosine",nikA,DrugBank
151,"3,5-Diiodotyrosine",C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,NYPYHUZRZVSYKL-UHFFFAOYSA-N,6181,DB03374,"3,5-Diiodotyrosine",PRSS1,DrugBank
152,"3,5-Diiodotyrosine",C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,NYPYHUZRZVSYKL-UHFFFAOYSA-N,6181,DB03374,"3,5-Diiodotyrosine",PRKACA,DrugBank
153,"3,5-Dinitrobenzamide",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,UUKWKUSGGZNXGA-UHFFFAOYSA-N,4511,NA,NA,NA,NA
154,"3,5-Dinitrobenzoyl chloride",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)Cl,NNOHXABAQAGKRZ-UHFFFAOYSA-N,7432,NA,NA,NA,NA
155,"3,5-Pyridinedicarboxylic acid",C1=C(C=NC=C1C(=O)O)C(=O)O,MPFLRYZEEAQMLQ-UHFFFAOYSA-N,10366,NA,NA,NA,NA
156,"3,8-Quinolinediol",C1=CC2=CC(=CN=C2C(=C1)O)O,IGDFDIZIHMFYGR-UHFFFAOYSA-N,177338,NA,NA,NA,NA
157,3-acetamidocoumarin,CC(=O)Nc1cc2ccccc2oc1=O,XJYLCCJIDYSFMB-UHFFFAOYSA-N,136620,NA,NA,NA,NA
158,3-acetylcoumarin,CC(=O)c1cc2ccccc2oc1=O,CSPIFKKOBWYOEX-UHFFFAOYSA-N,77553,NA,NA,NA,NA
159,3-Aminoaspartic acid,C(C(C(=O)O)N)(C(=O)O)N,PGNYNCTUBKSHHL-UHFFFAOYSA-N,287290,NA,NA,NA,NA
160,3-aminobenzamide,C1=CC(=CC(=C1)N)C(=O)N,GSCPDZHWVNUUFI-UHFFFAOYSA-N,1645,NA,3-amino-benzamide,PARP1,CLUE.IO
161,3-Chloropropanoic acid,C(CCl)C(=O)O,QEYMMOKECZBKAC-UHFFFAOYSA-N,7899,NA,NA,NA,NA
162,3-Cl-AHPC,NA,NA,9866186,BRD-A09890259,3-Cl-AHPC,NR0B2,CTRPv2
163,3-Ethylquinuclidine,CCC1CN2CCC1CC2,FLUIXHDAPSRKHQ-UHFFFAOYSA-N,359210,NA,NA,NA,NA
164,3-Methylchrysene,CC1=CC2=C(C=C1)C=CC3=C2C=CC4=CC=CC=C43,JLIHUJWAXSZIHS-UHFFFAOYSA-N,18781,NA,NA,NA,NA
165,3-Nitrophenylalanine,C1=CC(=CC(=C1)[N+](=O)[O-])CC(C(=O)O)N,YTHDRUZHNYKZGF-UHFFFAOYSA-N,228814,NA,NA,NA,NA
166,3-Nitropropionic acid,C(C[N+](=O)[O-])C(=O)O,WBLZUCOIBUDNBV-UHFFFAOYSA-N,1678,NA,NA,NA,NA
167,3-Phenanthrenebutanoic acid,C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)CCCC(=O)O,NYIVWTWKIQOBKO-UHFFFAOYSA-N,96904,NA,NA,NA,NA
168,3-Piperidinecarboxamide,C1CC(CNC1)C(=O)N,BVOCPVIXARZNQN-UHFFFAOYSA-N,92980,NA,NA,NA,NA
169,3-Pyridinylacetic acid,C1=CC(=CN=C1)CC(=O)O,WGNUNYPERJMVRM-UHFFFAOYSA-N,108,NA,NA,NA,NA
170,3-Pyridinylphosphinic acid,NA,CXCXPVAYKPQSHY-UHFFFAOYSA-N,6328769,NA,NA,NA,NA
171,3-Thienylphosphinic acid,NA,MWOCQNSAEMWJGF-UHFFFAOYSA-N,6328771,NA,NA,NA,NA
172,"4,4'-Biphenyldiyldimethanethiol",C1=CC(=CC=C1CS)C2=CC=C(C=C2)CS,XFHIDPOTWOFDEM-UHFFFAOYSA-N,373780,NA,NA,NA,NA
173,"4,4'-Disulfanediyldimorpholine",C1COCCN1SSN2CCOCC2,HLBZWYXLQJQBKU-UHFFFAOYSA-N,7648,NA,NA,NA,NA
174,"4,4'-Sulfinyldiphenol",C1=CC(=CC=C1O)S(=O)C2=CC=C(C=C2)O,RQCACQIALULDSK-UHFFFAOYSA-N,74497,NA,NA,NA,NA
175,"4,4,4-Triphenylbutanoic acid",C1=CC=C(C=C1)C(CCC(=O)O)(C2=CC=CC=C2)C3=CC=CC=C3,UGHIPOMCWKJUAO-UHFFFAOYSA-N,270495,NA,NA,NA,NA
176,"4,5-dianilinophthalimide",O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc4ccccc4)cc12,AAALVYBICLMAMA-UHFFFAOYSA-N,1697,NA,NA,NA,NA
177,"4,6-Dibenzofurandipropanoic acid",C1=CC2=C(C(=C1)CCC(=O)O)OC3=C2C=CC=C3CCC(=O)O,VMOREDRCSHIRTH-UHFFFAOYSA-N,375820,NA,NA,NA,NA
178,"4,6-O-Benzylidenehexopyranose",C1C2C(C(C(C(O2)O)O)O)OC(O1)C3=CC=CC=C3,FOLRUCXBTYDAQK-UHFFFAOYSA-N,100089,NA,NA,NA,NA
179,4-Aminoantipyrine,Cc1c(N)c(=O)n(c2ccccc2)n1C,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,2151,NA,NA,NA,NA
180,4-Benzoylisophthalic acid,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)C(=O)O)C(=O)O,IPRJQOGCIFOIBA-UHFFFAOYSA-N,255798,NA,NA,NA,NA
181,4-Carbamimidamidobutanoic acid,C(CC(=O)[O-])C[NH+]=C(N)N,TUHVEAJXIMEOSA-UHFFFAOYSA-N,25200642,NA,NA,NA,NA
182,4-Chromanol,C1COC2=CC=CC=C2C1O,MGSHXMOLUWTMGP-UHFFFAOYSA-N,92890,NA,NA,NA,NA
183,4-hydroxyphenazone,Cc1c(O)c(=O)n(c2ccccc2)n1C,NA,NA,NA,NA,NA,NA
184,4-Hydroxyphenyl 2-methylbenzoate,CC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)O,BOONETDXYXMSMD-UHFFFAOYSA-N,358346,NA,NA,NA,NA
185,4-Hydroxyproline,C1C(C[NH2+]C1C(=O)[O-])O,PMMYEEVYMWASQN-UHFFFAOYSA-N,5238478,NA,NA,NA,NA
186,4-IPP,C1=CC=C(C=C1)C2=CC(=NC=N2)I,ZTCJXHNJVLUUMR-UHFFFAOYSA-N,817368,NA,NA,NA,NA
187,4-Methoxyphenol,COC1=CC=C(C=C1)O,NWVVVBRKAWDGAB-UHFFFAOYSA-N,9015,NA,NA,NA,NA
188,4-Methoxyphenyl hexopyranoside,COC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,SIXFVXJMCGPTRB-UHFFFAOYSA-N,380510,NA,NA,NA,NA
189,4-methylfasudil,NA,NA,NA,NA,NA,NA,NA
190,4-Methylglutamic acid,CC(CC(C(=O)O)N)C(=O)O,KRKRAOXTGDJWNI-UHFFFAOYSA-N,5365,NA,NA,NA,NA
191,4-Methylnicotinamide,CC1=C(C=NC=C1)C(=O)N,SXKLOQCGXUTBNP-UHFFFAOYSA-N,95692,NA,NA,NA,NA
192,4-Methyloctadecanoic acid,CCCCCCCCCCCCCCC(C)CCC(=O)O,RFKPYBOOPHCXSY-UHFFFAOYSA-N,361947,NA,NA,NA,NA
193,"4-Morpholinecarboximidic acid, dodecyl ester",CCCCCCCCCCCCOC(=N)N1CCOCC1,VLXNAGGKCPWWSK-UHFFFAOYSA-N,239304,NA,NA,NA,NA
194,4-Nitrobenzamide,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],ZESWUEBPRPGMTP-UHFFFAOYSA-N,12091,NA,NA,NA,NA
195,4-Nitrocinnoline 1-oxide,C1=CC=C2C(=C1)C(=CN=[N+]2[O-])[N+](=O)[O-],HEOBQABYEWTBLN-UHFFFAOYSA-N,100397,NA,NA,NA,NA
196,4-Nitrophenyl N-heptadecanoylglycylglycylphenylalaninate,CCCCCCCCCCCCCCCCC(=O)NCC(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)OC2=CC=C(C=C2)[N+](=O)[O-],CMUFLNAPVHQCIY-UHFFFAOYSA-N,387368,NA,NA,NA,NA
197,4-Nitrophenyl N-tridecanoylglycylphenylalaninate,CCCCCCCCCCCCC(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)OC2=CC=C(C=C2)[N+](=O)[O-],LGHZJIAMJUWMNS-UHFFFAOYSA-N,387367,NA,NA,NA,NA
198,4-Nitroquinoline 1-oxide,C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-],YHQDZJICGQWFHK-UHFFFAOYSA-N,5955,NA,NA,NA,NA
199,4-Phenanthrenecarbaldehyde,C1=CC=C2C(=C1)C=CC3=C2C(=CC=C3)C=O,ZCPCNJUBMFWRRB-UHFFFAOYSA-N,299447,NA,NA,NA,NA
200,4-Phenoxathiinecarbohydrazide,C1=CC=C2C(=C1)OC3=C(C=CC=C3S2)C(=O)NN,XHWZCJKPJAVTSA-UHFFFAOYSA-N,227334,NA,NA,NA,NA
201,4-Phenoxyphenyl cyanate,C1=CC=C(C=C1)OC2=CC=C(C=C2)OC#N,WZBCKKKVBAKJLM-UHFFFAOYSA-N,371795,NA,NA,NA,NA
202,4-Phenoxyphthalonitrile,C1=CC=C(C=C1)OC2=CC(=C(C=C2)C#N)C#N,CRZSSXUMRNESCC-UHFFFAOYSA-N,371800,NA,NA,NA,NA
203,4-Phenylbutanoic acid,C1=CC=C(C=C1)CCCC(=O)O,OBKXEAXTFZPCHS-UHFFFAOYSA-N,4775,NA,NA,NA,NA
204,4-Thiochromanol,C1CSC2=CC=CC=C2C1O,FWVSZXYNCFXKRT-UHFFFAOYSA-N,375102,NA,NA,NA,NA
205,"5,10,15,20-Tetrapentylporphyrin",NA,WJGOUPIQUOLWJM-KFTIYRJLSA-N,382954,NA,NA,NA,NA
206,"5,10,15,20-Tetraphenylporphyrin",NA,YNHJECZULSZAQK-LWQDQPMZSA-N,70186,NA,NA,NA,NA
207,5109870,COc1cccc(/C=N\Nc2ccccn2)c1O,NA,NA,NA,NA,NA,NA
208,5114445,[O-][N+](=O)c1ccc(cc1)C(=O)Oc2c(Cl)cc(Cl)c(Cl)c2CNC(=O)c3ccccc3,NA,NA,NA,NA,NA,NA
209,5140203,[O-][N+](=O)c1ccc(OC(=O)CN2C(=O)c3ccccc3C2=O)cc1,NA,NA,NA,NA,NA,NA
210,5149715,Cc1cc(=O)oc2cc(OC(=O)COc3ccc4c(=O)c(c(C)oc4c3)c5ccc6OCCOc6c5)ccc12,NA,NA,NA,NA,NA,NA
211,5151277,CC1(C)CCC(=O)C2=C1OC3=C(C2C=C(Cl)Cl)C(=O)CCC3(C)C,NA,NA,NA,NA,NA,NA
212,5152487,Brc1cc(Br)c(OC(=O)c2ccccc2C(=O)OCC#C)c(Br)c1,NA,NA,NA,NA,NA,NA
213,5155877,O=P(CC1CS(=O)(=O)C=C1)(Oc2ccccc2)Oc3ccccc3,NA,NA,NA,NA,NA,NA
214,5162773,[O-][N+](=O)c1cc(ccc1Br)C(=O)Oc2ccc(OC(=O)c3ccc(Br)c(c3)[N+](=O)[O-])c(c2)C(=O)c4ccccc4,NA,NA,NA,NA,NA,NA
215,5182598,C/C(=N\NC(=O)N)/c1cc(CNC(=O)CCl)cs1,NA,NA,NA,NA,NA,NA
216,5186223,COc1ccc(cc1)C(CC(=O)c2ccccc2)Nc3ccc(Br)cc3,NA,NA,NA,NA,NA,NA
217,5186324,Brc1ccc(NC(=O)c2ccc(cc2)N3C(=O)c4ccc(cc4C3=O)C(=O)Nc5ccc(Br)cc5)cc1,NA,NA,NA,NA,NA,NA
218,5194442,CCOC(=O)c1ccc(N=Cc2ccc(s2)[N+](=O)[O-])cc1,NA,NA,NA,NA,NA,NA
219,5211181,[O-][N+](=O)c1ccccc1NC(=O)c2cc(ccc2Cl)S(=O)(=O)N3CCCCC3,NA,NA,NA,NA,NA,NA
220,5213008,Cc1cc(C)cc(NCC(=O)Nc2c(C)cccc2C)c1,NA,NA,NA,NA,NA,NA
221,5224221,O=C(Nc1ccc(/C=C/C(=O)c2ccccc2)cc1)C(c3ccccc3)c4ccccc4,NA,NA,NA,NA,NA,NA
222,5230742,OC(=O)c1ccc(cc1NC(=O)c2ccccc2)[N+](=O)[O-],NA,NA,NA,NA,NA,NA
223,5248896,C/C(=C/1\C(=NN(C1=O)c2ccc(Br)cc2Br)C)/NCc3ccccc3,NA,NA,NA,NA,NA,NA
224,5252917,Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2c3nc4ccccc4o3,NA,NA,NA,NA,NA,NA
225,5253409,Clc1ccc(C(=O)n2nnc3ccccc23)c(Cl)c1,NA,NA,NA,NA,NA,NA
226,5255229,CCc1ccc(cc1)c2nc3cc(NC(=O)c4cccc(c4)[N+](=O)[O-])ccc3o2,NA,NA,NA,NA,NA,NA
227,5279552,Clc1ccc2nnc(c3ccccc3)n2n1,NA,NA,NA,NA,NA,NA
228,5286656,Clc1ccc(C(=O)n2cnc3ccccc23)c(Cl)c1,NA,NA,NA,NA,NA,NA
229,5666823,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(OC)c2,NA,NA,NA,NA,NA,NA
230,"5,6-Chrysenedione",C1=CC=C2C(=C1)C=CC3=C2C(=O)C(=O)C4=CC=CC=C34,HZGMNNQOPOLCIG-UHFFFAOYSA-N,16317,NA,NA,NA,NA
231,"5,6-Quinolinedione",C1=CC2=C(C=CC(=O)C2=O)N=C1,YLSMOFSAPNMDOC-UHFFFAOYSA-N,344174,NA,NA,NA,NA
232,5707885,COCCOC(=O)C1=C(C)NC2=C(C1c3ccccc3F)C(=O)CC(C2)c4ccc(Cl)cc4,NA,NA,NA,NA,NA,NA
233,"5,8-Quinolinedione",C1=CC2=C(C(=O)C=CC2=O)N=C1,NVJSPQCVDHGYRE-UHFFFAOYSA-N,388306,NA,NA,NA,NA
234,5-Cinnolinamine,C1=CC2=C(C=CN=N2)C(=C1)N,DRQWPSJVDHBHKF-UHFFFAOYSA-N,387103,NA,NA,NA,NA
235,5-Decynedioic acid,C(CC#CCCCC(=O)O)CC(=O)O,MYYSSKJPRXUJHE-UHFFFAOYSA-N,151135,NA,NA,NA,NA
236,5-Fluorotryptophan,C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)[O-])[NH3+],INPQIVHQSQUEAJ-UHFFFAOYSA-N,25245343,DB03314,5-fluorotryptophan,TPI1,DrugBank
237,5-Fluorotryptophan,C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)[O-])[NH3+],INPQIVHQSQUEAJ-UHFFFAOYSA-N,25245343,DB03314,5-fluorotryptophan,GSTM1,DrugBank
238,5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,3385,NA,5-fluorouracil,TYMS,CLUE.IO
239,5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,3385,NA,5-fluorouracil,DPYD,CLUE.IO
240,5-Nitrocinnoline,C1=CC2=C(C=CN=N2)C(=C1)[N+](=O)[O-],CPVUBWULXBRCAQ-UHFFFAOYSA-N,387102,NA,NA,NA,NA
241,5-Nitrotryptophan,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)CC(C(=O)O)N,XKDUODGOACYEEU-UHFFFAOYSA-N,3413602,NA,NA,NA,NA
242,5-nonyloxytryptamine oxalate,CCCCCCCCCOC1=CC2=C(C=C1)NC=C2CCN.C(=O)(C(=O)O)O,JORSCLBFSAAOFR-UHFFFAOYSA-N,10126593,NA,NA,NA,NA
243,5-Oxazoleethanol,C1=C(OC=N1)CCO,IKJGHVPKJBNLJA-UHFFFAOYSA-N,358996,NA,NA,NA,NA
244,5-Oxazolepropanol,C1=C(OC=N1)CCCO,LQWMUZPSOMBRRG-UHFFFAOYSA-N,358997,NA,NA,NA,NA
245,5-Oxoprolylhistidylalaninamide,CC(C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)C2CCC(=O)N2,XIAONHZTACAXQL-UHFFFAOYSA-N,381829,NA,NA,NA,NA
246,681640,NA,NA,NA,NA,NA,NA,NA
247,6-Aminonicotinamide,C1=CC(=NC=C1C(=O)N)N,ZLWYEPMDOUQDBW-UHFFFAOYSA-N,9500,NA,NA,NA,NA
248,6-Azathymine,Cc1n[nH]c(=O)[nH]c1=O,XZWMZFQOHTWGQE-UHFFFAOYSA-N,70269,NA,NA,NA,NA
249,6-Benzylaminopurine,C(Nc1ncnc2[nH]cnc12)c3ccccc3,NWBJYWHLCVSVIJ-UHFFFAOYSA-N,62389,NA,NA,NA,NA
250,6-Chrysenamine,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,KIVUHCNVDWYUNP-UHFFFAOYSA-N,17534,NA,NA,NA,NA
251,6-Deoxyhexopyranose,CC1C(C(C(C(O1)O)O)O)O,SHZGCJCMOBCMKK-UHFFFAOYSA-N,840,NA,NA,NA,NA
252,6-Ethyloctadecanoic acid,CCCCCCCCCCCCC(CC)CCCCC(=O)O,OUOJKSCAHHOPME-UHFFFAOYSA-N,361940,NA,NA,NA,NA
253,6-Fluorotryptophan,C1=CC2=C(C=C1F)NC=C2CC(C(=O)[O-])[NH3+],YMEXGEAJNZRQEH-UHFFFAOYSA-N,522657,NA,NA,NA,NA
254,6-Hydroxyhexanoic acid,C(CCC(=O)O)CCO,IWHLYPDWHHPVAA-UHFFFAOYSA-N,14490,NA,NA,NA,NA
255,6-Methoxyharmalan,CC1=C2C(=C3C=C(C=CC3=N2)OC)CCN1,PIRYBCJVLMHZOK-UHFFFAOYSA-N,5474706,NA,NA,NA,NA
256,6-NBDG,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NC3C(C(C(OC3O)CO)O)O,GVEBOQDOPLERMC-BGCUHRRXSA-N,11859095,NA,NA,NA,NA
257,6-Oxooctadecanoic acid,CCCCCCCCCCCCC(=O)CCCCC(=O)O,QZLYZQUYIQGGOQ-UHFFFAOYSA-N,361939,NA,NA,NA,NA
258,6-Phosphonolysine,C(CC(C(=O)O)N)CC(N)P(=O)(O)O,VSLQSQRRJBOXLA-UHFFFAOYSA-N,363915,NA,NA,NA,NA
259,6-Phosphononorleucine,C(CCP(=O)(O)O)CC(C(=O)O)N,QIOXWRQXHFVNLV-UHFFFAOYSA-N,2927,NA,NA,NA,NA
260,6-Thioguanosine,Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,OTDJAMXESTUWLO-UUOKFMHZSA-N,2724387,NA,NA,NA,NA
261,7-aminocephalosporanic acid,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(=O)O,HSHGZXNAXBPPDL-HZGVNTEJSA-N,441328,NA,NA,NA,NA
262,7-Hydroxytryptophan,C1=CC2=C(C(=C1)O)NC=C2CC(C(=O)O)N,VQSRKJZICBNQJG-UHFFFAOYSA-N,2763071,NA,NA,NA,NA
263,7-nitroindazole,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,PQCAUHUKTBHUSA-UHFFFAOYSA-N,1893,NA,7-nitroindazole,NOS3,CLUE.IO
264,7-nitroindazole,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,PQCAUHUKTBHUSA-UHFFFAOYSA-N,1893,DB02207,7-Nitroindazole,NOS2,DrugBank
265,7-nitroindazole,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,PQCAUHUKTBHUSA-UHFFFAOYSA-N,1893,DB02207,7-Nitroindazole,NOS3,DrugBank
266,7-nitroindazole,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,PQCAUHUKTBHUSA-UHFFFAOYSA-N,1893,NA,7-nitroindazole,NOS1,CLUE.IO
267,7-nitroindazole,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,PQCAUHUKTBHUSA-UHFFFAOYSA-N,1893,NA,7-nitroindazole,NOS2,CLUE.IO
268,8-Hydroxyoctadecanoic acid,CCCCCCCCCCC(CCCCCCC(=O)O)O,YYWHSFVJGXJTKD-UHFFFAOYSA-N,361944,NA,NA,NA,NA
269,8-Hydroxyvobtusine,COC1=CC=CC2=C1N3CC4(CC5C3(C26CCN7C6C8(C5)CCOC8CC7)O)C9C1(CCO9)CC(=C2C3(C1N(C4O)CC3)C1=CC=CC=C1N2)C(=O)OC,HUWNUSVUJDHPHX-UHFFFAOYSA-N,434382,NA,NA,NA,NA
270,8-Methyloctadecanoic acid,CCCCCCCCCCC(C)CCCCCCC(=O)O,DSIUZBLIPJBAMZ-UHFFFAOYSA-N,361945,NA,NA,NA,NA
271,8-Oxooctadecanoic acid,CCCCCCCCCCC(=O)CCCCCCC(=O)O,OTXWABSAIDKSMU-UHFFFAOYSA-N,361946,NA,NA,NA,NA
272,8-Quinolinol,C1=CC2=C(C(=C1)O)N=CC=C2,MCJGNVYPOGVAJF-UHFFFAOYSA-N,1923,NA,NA,NA,NA
273,"9,10-Phenanthrenediimine",C1=CC=C2C(=C1)C3=CC=CC=C3C(=N)C2=N,ASBFNPBREVZDOE-UHFFFAOYSA-N,2981,NA,NA,NA,NA
274,968,NA,NA,NA,BRD-A43210826,968,GLS,CTRPv2
275,9-Acridinamine,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N,XJGFWWJLMVZSIG-UHFFFAOYSA-N,7019,NA,NA,NA,NA
276,"9-Anthracenecarboxaldehyde, 2,2-diethylhydrazone",CCN(CC)N=CC1=C2C=CC=CC2=CC3=CC=CC=C31,JBECARDKNUOKGS-ZHZULCJRSA-N,5918841,NA,NA,NA,NA
277,9-Anthrylmethylene diacetate,CC(=O)OC(C1=C2C=CC=CC2=CC3=CC=CC=C31)OC(=O)C,BSHMOJFTLGSXPF-UHFFFAOYSA-N,380624,NA,NA,NA,NA
278,9-Octadecenoic acid,CCCCCCCCC=CCCCCCCCC(=O)O,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,445639,NA,NA,NA,NA
279,9-Phenoxyacridine,C1=CC=C(C=C1)OC2=C3C=CC=CC3=NC4=CC=CC=C42,MFCLDPQGJMEEBE-UHFFFAOYSA-N,100640,NA,NA,NA,NA
280,A-443654,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N,YWTBGJGMTBHQTM-IBGZPJMESA-N,10172943,NA,NA,NA,NA
281,A-484954,CCN1C(=O)C2=CC(=C(N=C2N(C1=O)C3CC3)N)C(=O)N,HWODCHXORCTEGU-UHFFFAOYSA-N,14998470,NA,NA,NA,NA
282,A-770041,CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=C(C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)C(=NC=N4)N,ZMNWFTYYYCSSTF-UHFFFAOYSA-N,9549184,NA,NA,NA,NA
283,A-804598,NA,NA,53325874,BRD-K76894955,A-804598,P2RX7,CTRPv2
284,A-804598,NA,NA,53325874,NA,A-804598,P2RX7,CLUE.IO
285,A-83-01,CC1=NC(=CC=C1)C2=NN(C=C2C3=CC=NC4=CC=CC=C34)C(=S)NC5=CC=CC=C5,HIJMSZGHKQPPJS-UHFFFAOYSA-N,16218924,NA,NA,NA,NA
286,AA-COCF3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,BRD-K07303502,AA-COCF3,FAAH,CTRPv2
287,AA-COCF3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,BRD-K07303502,AA-COCF3,PLA2G4A,CTRPv2
288,AA-COCF3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,BRD-K07303502,AA-COCF3,PLA2G4D,CTRPv2
289,AA-COCF3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,BRD-K07303502,AA-COCF3,PLA2G4B,CTRPv2
290,AA-COCF3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,PLWROONZUDKYKG-DOFZRALJSA-N,5280436,BRD-K07303502,AA-COCF3,PLA2G4C,CTRPv2
291,abamectin,CCC1OC2(C[C@@H]3CC(C/C=C(/C)\C(O[C@@H]4C[C@@H](C)C(O[C@H]5C[C@H](OC)C(O)[C@H](C)O5)[C@H](C4)OC)C(C)\C=C/C=C\6/COC7C6[C@@H](C=C(C)[C@H]7O)C(=O)O3)O2)C=CC1C,RRZXIRBKKLTSOM-XPNPUAGNSA-N,6434889,NA,abamectin,GABBR1,CLUE.IO
292,abamectin,CCC1OC2(C[C@@H]3CC(C/C=C(/C)\C(O[C@@H]4C[C@@H](C)C(O[C@H]5C[C@H](OC)C(O)[C@H](C)O5)[C@H](C4)OC)C(C)\C=C/C=C\6/COC7C6[C@@H](C=C(C)[C@H]7O)C(=O)O3)O2)C=CC1C,RRZXIRBKKLTSOM-XPNPUAGNSA-N,6434889,NA,abamectin,GABBR2,CLUE.IO
293,Abietan-18-amine,CC(C)C1CCC2C(C1)CCC3C2(CCCC3(C)CN)C,XFTYNVYVQAMCAC-RPZLJYRGSA-N,221540,NA,NA,NA,NA
294,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,CHEMBL254328,Abiraterone,AR,ChEMBL
295,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,NA,abiraterone,CYP11B1,CLUE.IO
296,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,CHEMBL254328,Abiraterone,CYP17A1,ChEMBL
297,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,CHEMBL254328,Abiraterone,SRD5A1,ChEMBL
298,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,DB05812,Abiraterone,CYP17A1,DrugBank
299,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,CHEMBL254328,Abiraterone,SRD5A2,ChEMBL
300,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,BRD-K50071428,abiraterone,CYP17A1,CTRPv2
301,Abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,GZOSMCIZMLWJML-VJLLXTKPSA-N,132971,NA,abiraterone,CYP17A1,CLUE.IO
