"id","Drug","Synonym"
"542","Rifampicin","(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-Pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-[[(4-methylpiperazin-1-yl)imino]methyl]-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca"
"543","Rifampicin","(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl acet"
"544","Rifampicin","(2S,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-Pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl acetate"
"545","Rifampicin","[pentahydroxy-methoxy-heptamethyl-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-dioxo-[?]yl] acetate"
"546","Rifampicin","Rifampicin & EEP"
"547","Rifampicin","Rifampin [USAN]"
"548","Rifampicin","Prestwick_833"
"549","Rifampicin","R-Cin"
"550","Rifampicin","Rifadin (TN)"
"551","Rifampicin","Piperine & Rifampicin"
"552","Rifampicin","Rifampicin & Propolis"
"553","Rifampicin","Reserpine & Rifampicin"
"554","Rifampicin","Rifampin [USAN:USP]"
"555","Rifampicin","Prestwick2_000525"
"556","Rifampicin","Prestwick3_000525"
"557","Rifampicin","Spectrum5_002018"
"558","Rifampicin","Rifampicin (JP17/INN)"
"559","Rifampicin","SCHEMBL23490"
"560","Rifampicin","BSPBio_000509"
"561","Rifampicin","L-5103-LEPETIT"
"562","Rifampicin","8CI)"
"563","Rifampicin","BPBio1_000561"
"564","Rifampicin","CHEMBL374478"
"565","Rifampicin","DTXSID6021244"
"566","Rifampicin","HMS1569J11"
"567","Rifampicin","HMS2089F12"
"568","Rifampicin","HMS2096J11"
"569","Rifampicin","HMS3713J11"
"570","Rifampicin","DRG-0109"
"571","Rifampicin","Rifampicin, >=97.0% (HPLC)"
"572","Rifampicin","Rifampicin, powder, gamma-irradiated"
"573","Rifampicin","Tox21_111329"
"574","Rifampicin","Tox21_201385"
"575","Rifampicin","Tox21_300550"
"576","Rifampicin","Ba 41166"
"577","Rifampicin","BDBM50370232"
"578","Rifampicin","GR-306"
"579","Rifampicin","MFCD00151389"
"580","Rifampicin","NIH-10782"
"581","Rifampicin","AKOS015951372"
"582","Rifampicin","Rifampicin, >=97% (HPLC), powder"
"583","Rifampicin","Tox21_111329_1"
"584","Rifampicin","BA-411661E"
"585","Rifampicin","CCG-208267"
"586","Rifampicin","DB01045"
"587","Rifampicin","LS-7689"
"588","Rifampicin","NCGC00022678-03"
"589","Rifampicin","NCGC00022678-04"
"590","Rifampicin","NCGC00022678-05"
"591","Rifampicin","NCGC00022678-06"
"592","Rifampicin","NCGC00179536-02"
"593","Rifampicin","NCGC00254537-01"
"594","Rifampicin","NCGC00258936-01"
"595","Rifampicin","M880"
"596","Rifampicin","ST057531"
"597","Rifampicin","AB1009526"
"598","Rifampicin","C06688"
"599","Rifampicin","D00211"
"600","Rifampicin","J10110"
"601","Rifampicin","Rifampicin, VETRANAL(TM), analytical standard"
"602","Rifampicin","AB00383022_07"
"603","Rifampicin","292R461"
"604","Rifampicin","SR-05000002118"
"605","Rifampicin","8-[[(4-Methyl-1-piperazinyl)imino[methyl]rifamycin"
"606","Rifampicin","8-[[(4-Methylpiperazinyl)imino]methyl]rifamycin sv"
"607","Rifampicin","SR-05000002118-3"
"608","Rifampicin","WLN: V1 WQ A&1 E&1 E1UN- AT6N DNTJ D1"
"609","Rifampicin","3-[(4-Methyl-1-piperazinyl)iminomethyl]rifamycin SV"
"610","Rifampicin","Rifampicin, European Pharmacopoeia (EP) Reference Standard"
"611","Rifampicin","Rifampin, United States Pharmacopeia (USP) Reference Standard"
"612","Rifampicin","Rifampin, Pharmaceutical Secondary Standard; Certified Reference Material"
"613","Rifampicin","4,7>.0<5,28>]triaconta-1(28),2,4,9,1 9,21,25(29),26-octaen-13-yl acetate"
"614","Rifampicin","Rifampicin, plant cell culture tested, BioReagent, >=97% (HPLC), crystalline"
"615","Rifampicin","yl]-, (2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-"
"616","Rifampicin","(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl ac"
"617","Rifampicin","(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11- methoxy-3,7,12,14,16,18,22-heptamethyl-26-{(E)-[(4-methylpiperazin-1-yl)imino] methyl}-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1 (28),2,4,9,19,21,25(29),26-octaen-13-yl acetate"
"618","Rifampicin","2,11,13]trienimino)naphtho[2,1-b]furan-1,11(2H)-dione, 5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-[N-(4-methyl-1-piperazinyl)formimidoyl]-, 21-acetate"
"619","Rifampicin","2,7-(epoxy[1,11,13]pentadecatrienoimino)naphtho[2,1-b]furan-1,11(2H)-dione, 21-(acetyloxy)-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-[(E)-[(4-methyl-1-piperazinyl)imino]meth"
"620","Rifampicin","2,7-(Epoxypentadeca(1,11,13)trienimino)naphtho(2,1-b)furan-1,11(2H)-dione, 5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-(N-(4-methyl-1-piperazinyl)formimidoyl)-, 21-acetate"
"621","Rifampicin","2,7-(Epoxypentadeca(1,11,13)trienimino)naphtho(2,1-b)furan-1,11(2H)-dione, 5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-(N-(4-methyl-1-piperazinyl)formimidoyl)-, 21-acetate ("
"622","Rifampicin","2,7-(Epoxypentadeca(1,11,13)trienimino)naphtho(2,1-b)furan-1,11(2H)-dione, 5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-(N-(4-methyl-1-piperazinyl)formimidoyl)-, 21-acetate (8CI)"
"623","Rifampicin","26-[(1E)-2-(4-methylpiperazinyl)-2-azavinyl](7S,11S,13S,17S,18S,12R,14R,15R,16 R)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-d ioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1<"
"624","Rifampicin","5,6,9,17,19,21-Hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-(N-(4-methyl-1-piperazinyl)formimidoyl)-2,7-(epoxypentadeca(1,11,13)trienimino)naphtho(2,1-beta)furan-1,11(2H)-dione 21-acetate"
"625","Rifampicin","5,6,9,17,19,21-hexahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-[N-(4-methyl-1-piperazinyl)formimidoyl]-, 21-acetate"
"626","Rifampicin","Rifampicin in combination with actinonin, BB-3497, hydroxylamine hydrochloride, and 1,10-phenanthroline"
"627","Rifampicin","RMP"
"628","Rifampicin","Stereoisomer of 5,9,17,19,21-Hexahydroxy-23-methoxy-2,4,12,16,18,20,22-he@ptamethyl-8-[N-(4-methyl-1-piperazinyl)formimidoyl]-2,7-(epoxypentadeca[1,11,13]trienimino)naphtho[2,1-b]furan-1,11(2H)-dione 21-acetate"
"629","Rifampicin","Rifampicin"
"630","Rifampicin","rifampin"
"631","Rifampicin","Rifampicine"
"632","Rifampicin","13292-46-1"
"633","Rifampicin","JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"634","Rifampicin","GTPL2765"
"635","Rifampicin","SCHEMBL19627083"
"636","Rifampicin","cid_5381226"
"637","Rifampicin","BDBM200235"
"638","Rifampicin","KUC109578N"
"639","Rifampicin","ZINC169621223"
"640","Rifampicin","KSC-233-049"
"641","Rifampicin","NCGC00160500-01"
"642","Rifampicin","101034-EP2272827A1"
"643","Rifampicin","101034-EP2272832A1"
"644","Rifampicin","101034-EP2272972A1"
"645","Rifampicin","101034-EP2272973A1"
"646","Rifampicin","101034-EP2277872A1"
"647","Rifampicin","101034-EP2295402A2"
"648","Rifampicin","101034-EP2295417A1"
"649","Rifampicin","101034-EP2301544A1"
"650","Rifampicin","101040-EP2295402A2"
"651","Rifampicin","101040-EP2301544A1"
"652","Rifampicin","Q422652"
"653","Rifampicin","5,6,9,17,19,21-Hexahydroxy-23-methoxy- 2,4,12,16,18,20,22-heptamethyl-8-[N-(4-methyl- 1-piperazinyl)formimidoyl]-2,7-(epoxypentadeca- [1,11,13]trienimino)-naphtho[2,1-b]furan- 1,11(2H)-dion-21-acetat"
"654","Rifampicin","Rifampicin"
"655","Rifampicin","rifampin"
"656","Rifampicin","13292-46-1"
"657","Rifampicin","HY-B0272"
"658","Rifampicin","s1764"
"659","Rifampicin","CS-2261"
"660","Rifampicin","R0079"
"661","Rifampicin","[(E)-tetrahydroxy-methoxy-heptamethyl-[[(4-methylpiperazin-1-yl)amino]methylene]-trioxo-[?]yl] acetate"
"662","Rifampicin","Rifampicin"
"663","Rifampicin","13292-46-1"
"664","Rifampicin","MLS001148237"
"665","Rifampicin","MLS002548867"
"666","Rifampicin","HMS2230H07"
"667","Rifampicin","HMS3259C11"
"668","Rifampicin","ZINC169722578"
"669","Rifampicin","NC00480"
"670","Rifampicin","SMR000653525"
"671","Rifampicin","SMR001906767"
"672","Rifampicin","Rifampicin"
"673","Rifampicin","rifampin"
"674","Rifampicin","13292-46-1"
"675","Rifampicin","SCHEMBL23492"
"676","Rifampicin","3-[[(4-Methyl-1-piperazinyl)imino]methyl]-rifamycin"
"677","Rifampicin","CHEMBL1332716"
"678","Rifampicin","CHEMBL3637934"
"679","Rifampicin","845504-52-1"
"680","Rifampicin","AKOS024457984"
"681","Rifampicin","NCGC00179536-01"
"682","Rifampicin","Rifampicin"
"683","Rifampicin","1-b]furan-21-yl acetate"
"684","Rifampicin","CHEMBL266092"
"685","Rifampicin","SCHEMBL13230041"
"686","Rifampicin","(12Z,14E,24E)-5,6,9,17,19-pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,"
"687","Rifampicin","13292-46-1"
"688","Rifampicin","BBL015174"
"689","Rifampicin","STK080143"
"690","Rifampicin","AKOS005392090"
"691","Rifampicin","NCGC00241100-01"
"692","Rifampicin","Rifampicin"
"693","Rifampicin","rifampin"
"694","Rifampicin","13292-46-1"
"695","Rifampicin","MCULE-8210589684"
"696","Rifampicin","2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[n-(4-methylpiperazin-1-yl)carboximidoyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1?,?.0?,(2)?]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl acetate"
"697","Rifampicin","Rifampicin"
"698","Rifampicin","MLS000028552"
"699","Rifampicin","SMR000058322"
"700","Rifampicin","Prestwick0_000525"
"701","Rifampicin","Prestwick1_000525"
"702","Rifampicin","MLS001333745"
"703","Rifampicin","SPBio_002430"
"704","Rifampicin","CHEMBL1604283"
"705","Rifampicin","HMS2230L24"
"706","Rifampicin","13292-46-1"
"707","Rifampicin","NCI60_000309"
"708","Rifampicin","SR-01000000092"
"709","Rifampicin","SR-01000000092-4"
"710","Rifampicin","rifampin"
"711","Rifampicin","Rifampicin"
"712","Rifampicin","Rifampicin"
"713","Rifampicin","13292-46-1"
"714","Rifampicin","BIDD:PXR0014"
"715","Rifampicin","Rifampicin"
"716","Rifampicin","SCHEMBL23491"
"717","Rifampicin","13292-46-1"
"718","Rifampicin","AKOS034819783"
"719","Rifampicin","AS-13687"
"720","Rifampicin","CPD001906767"
"721","Rifampicin","SAM002264646"
"722","Rifampicin","BRD-K01507359-001-12-0"
"723","Rifampicin","BRD-K01507359-001-22-9"
"724","Rifampicin","rifampin"
"725","Rifampicin","Rifampicin"
"726","Rifampicin","ZINC94313219"
"727","Rifampicin","SW196966-4"
"728","Rifampicin","rifampin"
"729","Rifampicin","Rifampicin"
"730","Rifampicin","CHEMBL1523493"
"731","Rifampicin","Rifampicin"
"732","Rifampicin","CHEMBL1436940"
"733","Rifampicin","13292-46-1"
"734","Rifampicin","Rifampicin"
"735","Rifampicin","13292-46-1"
"736","Rifampicin","ZINC95544552"
"737","Rifampicin","Rifampicin"
"738","Rifampicin","KS-00000KBF"
"739","Rifampicin","13292-46-1"
"740","Rifampicin","rifampin"
"741","Rifampicin","Rifampicin"
"742","Rifampicin","13292-46-1"
"743","Rifampicin","BCP28502"
"744","Rifampicin","Rifampicin"
"745","Rifampicin","Rifampicin,(S)"
"746","Rifampicin","13292-46-1"
"747","Indomethacin","indomethacin"
"748","Indomethacin","53-86-1"
"749","Indomethacin","indometacin"
"750","Indomethacin","Indocin"
"751","Indomethacin","Indometacine"
"752","Indomethacin","Indomethacine"
"753","Indomethacin","Indocid"
"754","Indomethacin","Metindol"
"755","Indomethacin","Amuno"
"756","Indomethacin","Indomethazine"
"757","Indomethacin","Imbrilon"
"758","Indomethacin","Tannex"
"759","Indomethacin","Indomethacinum"
"760","Indomethacin","Artracin"
"761","Indomethacin","Artrinovo"
"762","Indomethacin","Artrivia"
"763","Indomethacin","Confortid"
"764","Indomethacin","Idomethine"
"765","Indomethacin","Indomecol"
"766","Indomethacin","Indoptic"
"767","Indomethacin","Indoptol"
"768","Indomethacin","Inflazon"
"769","Indomethacin","Infrocin"
"770","Indomethacin","Metartril"
"771","Indomethacin","Methazine"
"772","Indomethacin","Mikametan"
"773","Indomethacin","Reumacide"
"774","Indomethacin","Sadoreum"
"775","Indomethacin","Dolovin"
"776","Indomethacin","Inacid"
"777","Indomethacin","Indacin"
"778","Indomethacin","Indomed"
"779","Indomethacin","Indomee"
"780","Indomethacin","Lausit"
"781","Indomethacin","Metacen"
"782","Indomethacin","Mobilan"
"783","Indomethacin","Indo-rectolmin"
"784","Indomethacin","Indo-tablinen"
"785","Indomethacin","Inteban sp"
"786","Indomethacin","Indometacyna"
"787","Indomethacin","Indometicina"
"788","Indomethacin","Mezolin"
"789","Indomethacin","Indo-Lemmon"
"790","Indomethacin","Indocin Sr"
"791","Indomethacin","Indometacina"
"792","Indomethacin","Indometacinum"
"793","Indomethacin","Dolcidium"
"794","Indomethacin","Durametacin"
"795","Indomethacin","Elmetacin"
"796","Indomethacin","Indomethine"
"797","Indomethacin","Indorektal"
"798","Indomethacin","Catlep"
"799","Indomethacin","Indoxen"
"800","Indomethacin","Vonum"
"801","Indomethacin","Indo-phlogont"
"802","Indomethacin","Chibro-amuno"
"803","Indomethacin","Indomet 140"
"804","Indomethacin","Rheumacin LA"
"805","Indomethacin","1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-"
"806","Indomethacin","Osmosin"
"807","Indomethacin","Indometacyna [Polish]"
"808","Indomethacin","2-(1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid"
"809","Indomethacin","Indometicina [Spanish]"
"810","Indomethacin","Indometacine [INN-French]"
"811","Indomethacin","Indometacinum [INN-Latin]"
"812","Indomethacin","Indometacina [INN-Spanish]"
"813","Indomethacin","1-(p-Chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid"
"814","Indomethacin","CCRIS 3502"
"815","Indomethacin","2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid"
"816","Indomethacin","HSDB 3101"
"817","Indomethacin","1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-3-indoleacetic acid"
"818","Indomethacin","NCI-C56144"
"819","Indomethacin","UNII-XXE1CET956"
"820","Indomethacin","CHEMBL6"
"821","Indomethacin","CGIGDMFJXJATDK-UHFFFAOYSA-N"
"822","Indomethacin","1-(p-Chlorobenzoyl)-2-methyl-5-methoxyindole-3-acetic acid"
"823","Indomethacin","EINECS 200-186-5"
"824","Indomethacin","MFCD00057095"
"825","Indomethacin","IMN"
"826","Indomethacin","Indole-3-acetic acid, 1-(p-chlorobenzoyl)-5-methoxy-2-methyl-"
"827","Indomethacin","BRN 0497341"
"828","Indomethacin","XXE1CET956"
"829","Indomethacin","N-p-Chlorbenzoyl-5-methoxy-2-methylindole-3-acetic acid"
"830","Indomethacin","MLS000069402"
"831","Indomethacin","Indomethacin (Indocid, Indocin)"
"832","Indomethacin","(1-p-Chlorobenzoyl-5-methoxy-2-methylindol-3-yl)acetic acid"
"833","Indomethacin","CHEBI:49662"
"834","Indomethacin","1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indole-3-acetic acid"
"835","Indomethacin","1-(p-Chlorobenzoyl)-2-methoxy-3-methyl-1H-indole-3-acetic Acid"
"836","Indomethacin","[1-(4-Chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetic acid"
"837","Indomethacin","alpha-(1-(p-Chlorobenzoyl)-2-methyl-5-methoxy-3-indolyl)acetic acid"
"838","Indomethacin","2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetic acid"
"839","Indomethacin","{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1H-indol-3-yl}acetic acid"
"840","Indomethacin","CAS-53-86-1"
"841","Indomethacin","1-p-Cloro-benzoil-5-metoxi-2-metilindol-3-acido acetico"
"842","Indomethacin","NCGC00015562-18"
"843","Indomethacin","Indmethacine"
"844","Indomethacin","Indomethancin"
"845","Indomethacin","Indomethegan"
"846","Indomethacin","1-(p-chlorobenzoyl)-5-methoxy-2-methyl-3-indolylacetic acid"
"847","Indomethacin","Arthrexin"
"848","Indomethacin","Bonidin"
"849","Indomethacin","Bonidon"
"850","Indomethacin","Indameth"
"851","Indomethacin","Indomod"
"852","Indomethacin","Miametan"
"853","Indomethacin","SMR000058195"
"854","Indomethacin","Indomo"
"855","Indomethacin","Flexin continus"
"856","Indomethacin","Hicin"
"857","Indomethacin","Kwas 1-(p-chlorobenzoilo)-2-metylo-5-metoksy-3-indolilooctowy"
"858","Indomethacin","Chrono-indicid"
"859","Indomethacin","Chrono-indocid"
"860","Indomethacin","1-(p-Chlorbenzoyl)-5-methoxy-2-methylindol-3-essigsaeure [German]"
"861","Indomethacin","1-p-Cloro-benzoil-5-metoxi-2-metilindol-3-acido acetico [Spanish]"
"862","Indomethacin","DSSTox_CID_740"
"863","Indomethacin","Bonidon Gel"
"864","Indomethacin","Dolcidium PL"
"865","Indomethacin","Indo-Spray"
"866","Indomethacin","Kwas 1-(p-chlorobenzoilo)-2-metylo-5-metoksy-3-indolilooctowy [Polish]"
"867","Indomethacin","Indolar SR"
"868","Indomethacin","DSSTox_RID_75763"
"869","Indomethacin","DSSTox_GSID_20740"
"870","Indomethacin","1-(4-chlorobenzoyl)-5-methoxy-2-methylindole-3-acetic acid"
"871","Indomethacin","Tivorbex"
"872","Indomethacin","Aconip"
"873","Indomethacin","2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-indol-3-yl]acetic acid"
"874","Indomethacin","2-{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methylindol-3-yl}acetic acid"
"875","Indomethacin","Indocin-SR"
"876","Indomethacin","Indomethacin [USAN:BAN]"
"877","Indomethacin","Indochron E-R"
"878","Indomethacin","2-{1-[(4-chlorophenyl)carbonyl]-5-methoxy-2-methyl-1h-indol-3-yl}acetic acid"
"879","Indomethacin","Indocin (TN)"
"880","Indomethacin","Aconip (TN)"
"881","Indomethacin","Indomethacin (USP)"
"882","Indomethacin","FLAM"
"883","Indomethacin","NSC-77541"
"884","Indomethacin","Indocid (pharmaceutical)"
"885","Indomethacin","SR-01000000014"
"886","Indomethacin","Indomethacin & MAP-30"
"887","Indomethacin","Indomethacin [USAN:USP]"
"888","Indomethacin","Indocollyre"
"889","Indomethacin","Indonol"
"890","Indomethacin","Innamit"
"891","Indomethacin","Inteban"
"892","Indomethacin","2-{1-((4-chlorophenyl)carbonyl)-5-methoxy-2-methylindol-3-yl}acetic acid"
"893","Indomethacin","4kyk"
"894","Indomethacin","Indomethacin,(S)"
"895","Indomethacin","Prestwick_597"
"896","Indomethacin","Indometacin [INN]"
"897","Indomethacin","Opera_ID_56"
"898","Indomethacin","PubChem17620"
"899","Indomethacin","Spectrum_000919"
"900","Indomethacin","Tocris-1708"
"901","Indomethacin","1z9h"
"902","Indomethacin","Prestwick0_000272"
"903","Indomethacin","Prestwick1_000272"
"904","Indomethacin","Prestwick2_000272"
"905","Indomethacin","Prestwick3_000272"
"906","Indomethacin","Spectrum2_000970"
"907","Indomethacin","Spectrum3_000468"
"908","Indomethacin","Spectrum4_000018"
"909","Indomethacin","Spectrum5_000868"
"910","Indomethacin","Lopac-I-7378"
"911","Indomethacin","MolMap_000032"
"912","Indomethacin","UPCMLD-DP023"
"913","Indomethacin","EC 200-186-5"
"914","Indomethacin","I 7378"
"915","Indomethacin","Indometacin (JP17/INN)"
"916","Indomethacin","SCHEMBL9300"
"917","Indomethacin","Lopac0_000692"
"918","Indomethacin","Oprea1_686105"
"919","Indomethacin","BSPBio_000144"
"920","Indomethacin","BSPBio_001149"
"921","Indomethacin","BSPBio_002176"
"922","Indomethacin","KBioGR_000395"
"923","Indomethacin","KBioGR_000489"
"924","Indomethacin","KBioSS_000489"
"925","Indomethacin","KBioSS_001399"
"926","Indomethacin","5-22-05-00239 (Beilstein Handbook Reference)"
"927","Indomethacin","KSC492C9L"
"928","Indomethacin","MLS001074194"
"929","Indomethacin","MLS006011845"
"930","Indomethacin","ARONIS27005"
"931","Indomethacin","BIDD:GT0132"
"932","Indomethacin","DivK1c_000271"
"933","Indomethacin","SPECTRUM1500350"
"934","Indomethacin","SPBio_000979"
"935","Indomethacin","SPBio_002363"
"936","Indomethacin","BPBio1_000160"
"937","Indomethacin","GTPL1909"
"938","Indomethacin","DTXSID9020740"
"939","Indomethacin","Indomethacin, >=99% (TLC)"
"940","Indomethacin","UPCMLD-DP023:001"
"941","Indomethacin","BDBM17638"
"942","Indomethacin","CGIGDMFJXJATDK-UHFFFAOYSA-"
"943","Indomethacin","CTK3J2195"
"944","Indomethacin","HMS500N13"
"945","Indomethacin","KBio1_000271"
"946","Indomethacin","KBio2_000489"
"947","Indomethacin","KBio2_001399"
"948","Indomethacin","KBio2_003057"
"949","Indomethacin","KBio2_003967"
"950","Indomethacin","KBio2_005625"
"951","Indomethacin","KBio2_006535"
"952","Indomethacin","KBio3_000897"
"953","Indomethacin","KBio3_000898"
"954","Indomethacin","KBio3_001396"
"955","Indomethacin","KS-00000WRK"
"956","Indomethacin","1-(p-Chlorbenzoyl)-5-methoxy-2-methylindol-3-essigsaeure"
"957","Indomethacin","NINDS_000271"
"958","Indomethacin","Bio2_000405"
"959","Indomethacin","Bio2_000885"
"960","Indomethacin","HMS1362I11"
"961","Indomethacin","HMS1568H06"
"962","Indomethacin","HMS1792I11"
"963","Indomethacin","HMS1920F21"
"964","Indomethacin","HMS1990I11"
"965","Indomethacin","HMS2089N19"
"966","Indomethacin","HMS2091N09"
"967","Indomethacin","HMS2095H06"
"968","Indomethacin","HMS2231J10"
"969","Indomethacin","HMS3262K05"
"970","Indomethacin","HMS3268A14"
"971","Indomethacin","HMS3374F07"
"972","Indomethacin","HMS3403I11"
"973","Indomethacin","HMS3414N13"
"974","Indomethacin","HMS3430L03"
"975","Indomethacin","HMS3649K17"
"976","Indomethacin","HMS3655O04"
"977","Indomethacin","HMS3678N11"
"978","Indomethacin","HMS3712H06"
"979","Indomethacin","HMS3747K21"
"980","Indomethacin","Pharmakon1600-01500350"
"981","Indomethacin","ZINC601283"
"982","Indomethacin","ACT02579"
"983","Indomethacin","BCP18951"
"984","Indomethacin","Indomethacin, >=99.0% (TLC)"
"985","Indomethacin","Tox21_113109"
"986","Indomethacin","Tox21_201791"
"987","Indomethacin","Tox21_300266"
"988","Indomethacin","Tox21_500692"
"989","Indomethacin","AC-532"
"990","Indomethacin","ANW-42683"
"991","Indomethacin","CCG-40186"
"992","Indomethacin","LS-187"
"993","Indomethacin","NSC757061"
"994","Indomethacin","s1723"
