,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,GDSC_rnaseq.cellid,CCLE_exome.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid,FIMM.cellid,FIMM.tissueid,Cellosaurus.Accession.id,PharmacoDB.id,GDSC_Exome.cellid,unique.tissueid.fromstudies,Cellosaurus.Disease.Type,CellLine.Type,Metastatic,DepMap.cellid
56,BL-41,BL-41,BL-41,NA,NA,NA,NA,NA,BL-41,NA,BL-41,BL-41,BL-41,NA,BL41,NA,BL-41,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1087,BL41_103_2019,BL-41,haematopoietic_and_lymphoid_tissue,Burkitt lymphoma,Cancer cell line,NA,ACH-000245
57,BL-70,BL-70,BL-70,NA,NA,NA,NA,BL70,NA,NA,BL-70,BL-70,BL-70,NA,BL70,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1088,BL70_104_2019,NA,haematopoietic_and_lymphoid_tissue,Burkitt lymphoma,Cancer cell line,NA,ACH-000402
58,BOKU,BOKU,NA,NA,NA,NA,NA,NA,BOKU,NA,NA,NA,NA,NA,NA,BOKU,NA,cervix,NA,NA,NA,NA,NA,NA,Cervix,NA,NA,NA,NA,cervix,Cervix,NA,Cervix,cervix,NA,NA,NA,NA,CVCL_1089,BOKU_105_2019,NA,cervix,Human papillomavirus-related cervical squamous cell carcinoma,Cancer cell line,NA,ACH-001451
59,BONNA-12,BONNA-12,NA,NA,NA,NA,NA,NA,BONNA-12,BONNA-12,NA,NA,BONNA-12,NA,NA,NA,BONNA-12,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1090,BONNA12_106_2019,BONNA-12,haematopoietic_and_lymphoid_tissue,Hairy cell leukemia,Cancer cell line,NA,ACH-001452
60,BPH-1,BPH-1,NA,BPH1,NA,NA,NA,NA,BPH-1,BPH-1,NA,NA,BPH-1,NA,NA,NA,BPH-1,prostate,NA,prostate,NA,NA,NA,NA,Prostate,NA,urogenital_system,NA,NA,prostate,Prostate,NA,NA,prostate,NA,NA,NA,NA,CVCL_1091,BPH1_107_2019,BPH-1,prostate,Benign prostatic hyperplasia,Transformed cell line,NA,ACH-001453
61,BT-20,BT-20,BT-20,BT20,NA,BT20,BT-20,NA,BT-20,NA,BT-20,BT-20,BT-20,bt20,BT20,BT-20,BT-20,breast,breast,breast,NA,breast,Breast,NA,Breast,breast,breast,BT-20,breast,breast,Breast,breast,Breast,breast,BT20,breast,NA,NA,CVCL_0178,BT20_108_2019,BT-20,breast,"Invasive ductal carcinoma, not otherwise specified",Cancer cell line,NA,ACH-000536
62,BT-474,BT-474,BT-474,BT474,NA,BT474,BT-474,NA,BT-474,NA,BT-474,BT-474,BT-474,bt474,BT474,BT-474,BT-474,breast,breast,breast,NA,breast,Breast,NA,Breast,breast,breast,4-bt474///BT-474,breast,breast,Breast,breast,Breast,breast,BT474,breast,BT474,breast,CVCL_0179,BT474_109_2019,BT-474,breast,"Invasive ductal carcinoma, not otherwise specified",Cancer cell line,NA,ACH-000927
63,BT-549,BT-549,BT-549,NA,BR:BT_549,BT549,BT-549,NA,BT-549,NA,BT-549,BT-549,BT-549,bt549,BT549,BT-549,BT-549,breast,breast,NA,BR,breast,Breast,NA,Breast,breast,breast,BT549///BT-549,breast,breast,Breast,breast,Breast,breast,BT549,breast,BT549,breast,CVCL_1092,BT549_111_2019,BT-549,breast,"Invasive ductal carcinoma, not otherwise specified",Cancer cell line,NA,ACH-000288
64,BV-173,BV-173,BV-173,BV173,NA,NA,NA,NA,BV-173,BV-173,BV-173,BV-173,BV-173,NA,BV173,NA,BV-173,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_0181,BV173_148_2019,BV-173,haematopoietic_and_lymphoid_tissue,"Chronic myelogenous leukemia, BCR-ABL1 positive",Cancer cell line,NA,ACH-000432
65,BxPC-3,BxPC-3,BxPC-3,BXPC3,NA,NA,BxPC-3,NA,BxPC-3,NA,BxPC-3,BxPC-3,BxPC-3,NA,BXPC3,BxPC-3,BxPC-3,pancreas,pancreas,pancreas,NA,NA,Pancreas,NA,Pancreas,pancreas,pancreas,NA,NA,pancreas,Pancreas,pancreas,Pancreas,pancreas,BXPC3,pancreas,NA,NA,CVCL_0186,BxPC3_149_2019,BxPC-3,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,NA,ACH-000535
66,C2BBe1,C2BBe1,C2BBe1,NA,NA,NA,C2BBe1,C2BBE1,C2BBe1,C2BBe1,C2BBe1,C2BBe1,C2BBe1,NA,C2BBE1,C2BBe1,C2BBe1,large_intestine,large_intestine,NA,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system,NA,NA,large_intestine,Bowel,large_intestine,Colon,large_intestine,C2BBE1,large_intestine,NA,NA,CVCL_1096,C2BBe1_153_2019,C2BBe1,large_intestine,Colon adenocarcinoma,Cancer cell line,NA,ACH-000009
67,C32 [Human melanoma],C32,C32,C32TG,NA,NA,C32,NA,C32,NA,C32,C32,C32,NA,C32,C32,C32,skin,skin,skin,NA,NA,Skin,NA,Skin,skin,skin,NA,NA,skin,Skin,skin,Skin,skin,C32,skin,NA,NA,CVCL_1097,C32_154_2019,C32,skin,Amelanotic melanoma,Cancer cell line,NA,ACH-000580
68,C-33 A,C-33-A,NA,C33A,NA,NA,C-33 A,NA,C-33-A,C-33-A,NA,NA,C-33-A,NA,NA,C-33 A,C-33-A,cervix,NA,cervix_uteri,NA,NA,Cervix,NA,Cervix,NA,urogenital_system,NA,NA,cervix,Cervix,NA,Cervix,cervix,NA,NA,NA,NA,CVCL_1094,C33A_150_2019,C-33-A,cervix,Cervical squamous cell carcinoma,Cancer cell line,NA,ACH-001333
69,Hep-G2/C3A,C3A,C3A,C3A,NA,NA,C3A,NA,C3A,C3A,NA,NA,C3A,NA,NA,C3A,C3A,liver,liver,liver,NA,NA,Liver,NA,Liver,NA,digestive_system,NA,NA,liver,Liver,NA,Liver,liver,NA,NA,NA,NA,CVCL_1098,C3A_156_2019,C3A,liver,Hepatoblastoma,Cancer cell line,NA,ACH-001021
70,C-4-II,C-4-II,NA,C4II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cervix,NA,cervix_uteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,cervix,Cervix,NA,NA,NA,NA,NA,NA,NA,CVCL_1095,NA,NA,cervix,Human papillomavirus-related cervical squamous cell carcinoma,NA,NA,ACH-001335
71,C8166,C8166,C8166,NA,NA,NA,NA,NA,C8166,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1099,C8166_157_2019,NA,haematopoietic_and_lymphoid_tissue,NA,Transformed cell line,NA,ACH-000206
72,CA46,CA46,CA46,CA46,NA,NA,CA46,NA,CA46,NA,CA46,CA46,CA46,NA,CA46,CA46,CA46,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,blood,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1101,CA46_159_2019,CA46,haematopoietic_and_lymphoid_tissue,Burkitt lymphoma,Cancer cell line,NA,ACH-000440
73,Ca9-22,Ca9-22,NA,NA,NA,NA,NA,NA,Ca9-22,Ca9-22,NA,NA,Ca9-22,NA,NA,Ca9-22,Ca9-22,upper_aerodigestive_tract,NA,NA,NA,NA,NA,NA,Head & Neck,NA,aero_digestive_tract,NA,NA,upper_aerodigestive_tract,Head and Neck,NA,NA,upper_aerodigestive_tract,NA,NA,NA,NA,CVCL_1102,Ca922_160_2019,Ca9-22,upper_aerodigestive_tract,Gingival squamous cell carcinoma,Cancer cell line,NA,ACH-002043
74,Caki-1,CAKI-1,Caki-1,CAKI1,RE:CAKI_1,NA,Caki-1,NA,CAKI-1,NA,Caki-1,Caki-1,CAKI-1,NA,CAKI1,Caki-1,CAKI-1,kidney,kidney,kidney,RE,NA,Kidney,NA,Kidney,kidney,kidney,NA,NA,kidney,Kidney,kidney,Kidney,kidney,CAKI1,kidney,NA,NA,CVCL_0234,CAKI1_163_2019,CAKI-1,kidney,Clear cell renal cell carcinoma,Cancer cell line,TRUE,ACH-000433
75,CAL-120,CAL-120,CAL-120,NA,NA,CAL120,CAL-120,NA,CAL-120,NA,CAL-120,CAL-120,CAL-120,cal120,CAL120,CAL-120,CAL-120,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast,5-cal120///CAL-120,breast,breast,Breast,breast,Breast,breast,NA,NA,CAL120,breast,CVCL_1104,CAL120_165_2019,CAL-120,breast,Breast carcinoma,Cancer cell line,TRUE,ACH-000212
76,CAL-12T,CAL-12T,CAL-12T,NA,NA,NA,CAL-12T,CAL12T,CAL-12T,NA,CAL-12T,CAL-12T,CAL-12T,NA,CAL12T,CAL-12T,CAL-12T,lung,lung,NA,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,CAL12T,lung,NA,NA,CVCL_1105,CAL12T_166_2019,CAL-12T,lung,Non-small cell lung carcinoma,Cancer cell line,NA,ACH-000826
77,CAL-148,CAL-148,CAL-148,NA,NA,CAL148,CAL-148,NA,CAL-148,NA,CAL-148,CAL-148,CAL-148,cal148,CAL148,CAL-148,CAL-148,breast,breast,NA,NA,breast,Breast,NA,breast,breast,breast,CAL148,breast,breast,Breast,breast,Breast,breast,CAL148,breast,CAL148,breast,CVCL_1106,CAL148_167_2019,CAL-148,breast,Breast carcinoma,Cancer cell line,TRUE,ACH-000902
78,CAL-27,CAL-27,CAL 27,CAL27,NA,NA,CAL 27,NA,CAL-27,NA,CAL_27,CAL_27,CAL-27,NA,CAL27,CAL 27,CAL-27,upper_aerodigestive_tract,upper_aerodigestive_tract,head_and_neck,NA,NA,Tongue,NA,Mouth,upper_aerodigestive_tract,aero_digestive_tract,NA,NA,upper_aerodigestive_tract,Head and Neck,upper_aerodigestive_tract,Head and Neck,upper_aerodigestive_tract,NA,NA,NA,NA,CVCL_1107,CAL27_168_2019,CAL-27,upper_aerodigestive_tract,Tongue squamous cell carcinoma,Cancer cell line,NA,ACH-000832
79,CAL-33,CAL-33,CAL-33,NA,NA,NA,NA,NA,CAL-33,NA,CAL-33,CAL-33,CAL-33,NA,CAL33,NA,CAL-33,upper_aerodigestive_tract,upper_aerodigestive_tract,NA,NA,NA,NA,NA,H&N,upper_aerodigestive_tract,aero_digestive_tract,NA,NA,upper_aerodigestive_tract,Head and Neck,upper_aerodigestive_tract,NA,upper_aerodigestive_tract,NA,NA,NA,NA,CVCL_1108,CAL33_170_2019,CAL-33,upper_aerodigestive_tract,Tongue squamous cell carcinoma,Cancer cell line,NA,ACH-000518
80,CAL-39,CAL-39,NA,NA,NA,NA,NA,NA,CAL-39,CAL-39,NA,NA,CAL-39,NA,NA,NA,CAL-39,vulva,NA,NA,NA,NA,NA,NA,Cervix,NA,urogenital_system,NA,NA,vulva,Vulva/Vagina,NA,NA,vulva,NA,NA,NA,NA,CVCL_1109,CAL39_171_2019,CAL-39,vulva,Vulvar squamous cell carcinoma,Cancer cell line,NA,ACH-002091
81,CAL-51,CAL-51,CAL-51,NA,NA,CAL51,CAL51,NA,CAL-51,NA,CAL-51,CAL-51,CAL-51,cal51,CAL51,CAL51,CAL-51,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,NA,3-cal51///CAL-51,breast,breast,Breast,breast,Breast,breast,CAL51,breast,CAL51,breast,CVCL_1110,CAL51_172_2019,CAL-51,breast,Breast carcinoma,Cancer cell line,TRUE,ACH-000856
82,CAL-54,CAL-54,CAL-54,CAL54,NA,NA,CAL 54,NA,CAL-54,NA,CAL-54,CAL-54,CAL-54,NA,CAL54,CAL 54,CAL-54,kidney,kidney,kidney,NA,NA,Kidney,NA,Kidney,kidney,kidney,NA,NA,kidney,Kidney,kidney,Kidney,kidney,CAL54,kidney,NA,NA,CVCL_1111,CAL54_173_2019,CAL-54,kidney,Renal cell carcinoma,Cancer cell line,TRUE,ACH-000457
83,CAL-62,CAL-62,CAL-62,CAL62,NA,NA,NA,NA,CAL-62,NA,CAL-62,CAL-62,CAL-62,NA,CAL62,NA,CAL-62,thyroid,thyroid,thyroid_gland,NA,NA,NA,NA,thyroid,thyroid,thyroid,NA,NA,thyroid,Thyroid,thyroid,NA,thyroid,NA,NA,NA,NA,CVCL_1112,CAL62_174_2019,CAL-62,thyroid,Thyroid gland undifferentiated (anaplastic) carcinoma,Cancer cell line,NA,ACH-000174
84,CAL-72,CAL-72,NA,NA,NA,NA,NA,NA,CAL-72,CAL-72,NA,NA,CAL-72,NA,NA,NA,CAL-72,bone,NA,NA,NA,NA,NA,NA,Bone,NA,bone,NA,NA,bone,Bone,NA,NA,bone,NA,NA,NA,NA,CVCL_1113,CAL72_175_2019,CAL-72,bone,Osteosarcoma,Cancer cell line,NA,ACH-001715
85,CAL-85-1,CAL-85-1,CAL-85-1,NA,NA,CAL851,CAL-85-1,NA,CAL-85-1,NA,CAL-85-1,CAL-85-1,CAL-85-1,cal851,CAL851,CAL-85-1,CAL-85-1,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast,NA,breast,breast,Breast,breast,NA,breast,NA,NA,CAL851,breast,CVCL_1114,CAL851_177_2019,CAL-85-1,breast,Breast carcinoma,Cancer cell line,NA,ACH-000857
86,Calu-1,Calu-1,Calu-1,CALU1,NA,NA,Calu-1,NA,NA,NA,Calu-1,Calu-1,NA,NA,CALU1,Calu-1,NA,lung,lung,lung,NA,NA,Lung,NA,NA,lung,NA,NA,NA,lung,Lung,lung,NA,lung,CALU1,lung,NA,NA,CVCL_0608,Calu1_178_2019,NA,lung,Squamous cell lung carcinoma,Cancer cell line,TRUE,ACH-000511
87,Calu-3,Calu-3,Calu-3,CALU3,NA,NA,Calu-3,CALU3,Calu-3,NA,Calu-3,Calu-3,Calu-3,NA,CALU3,Calu-3,Calu-3,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung,NA,NA,lung,Lung,lung,Lung,lung,CALU3,lung,NA,NA,CVCL_0609,Calu3_179_2019,Calu-3,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000392
88,Calu-6,Calu-6,Calu-6,CALU6,NA,NA,Calu-6,CALU6,Calu-6,NA,Calu-6,Calu-6,Calu-6,NA,CALU6,Calu-6,Calu-6,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung,NA,NA,lung,Lung,lung,NA,lung,NA,NA,NA,NA,CVCL_0236,Calu6_180_2019,Calu-6,lung,Lung adenocarcinoma,Cancer cell line,TRUE,ACH-000264
89,CAMA-1,CAMA-1,CAMA-1,NA,NA,CAMA1,CAMA-1,NA,CAMA-1,NA,CAMA-1,CAMA-1,CAMA-1,cama1,CAMA1,CAMA-1,CAMA-1,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast,12-cama1///CAMA1///CAMA-1,breast,breast,Breast,breast,Breast,breast,CAMA1,breast,NA,NA,CVCL_1115,CAMA1_181_2019,CAMA-1,breast,Breast adenocarcinoma,Cancer cell line,TRUE,ACH-000783
90,Caov-3,Caov-3,Caov-3,CAOV3,NA,NA,Caov-3,CAOV3,NA,NA,Caov-3,Caov-3,Caov-3,NA,CAOV3,Caov-3,Caov-3,ovary,ovary,ovary,NA,NA,Ovary,OVARY,NA,ovary,urogenital_system,NA,NA,ovary,Ovary/Fallopian Tube,ovary,NA,ovary,CAOV3,ovary,NA,NA,CVCL_0201,Caov3_182_2019,Caov-3,ovary,High grade ovarian serous adenocarcinoma,Cancer cell line,NA,ACH-000713
91,Caov-4,Caov-4,Caov-4,NA,NA,NA,NA,NA,Caov-4,NA,Caov-4,Caov-4,Caov-4,NA,NA,NA,Caov-4,ovary,ovary,NA,NA,NA,NA,NA,ovary,ovary,urogenital_system,NA,NA,ovary,Ovary/Fallopian Tube,NA,NA,ovary,NA,NA,NA,NA,CVCL_0202,Caov4_183_2019,Caov-4,ovary,High grade ovarian serous adenocarcinoma,Cancer cell line,TRUE,ACH-000103
92,Capan-1,CAPAN-1,Capan-1,CAPAN1,NA,NA,Capan-1,NA,CAPAN-1,NA,Capan-1,Capan-1,CAPAN-1,NA,CAPAN1,Capan-1,CAPAN-1,pancreas,pancreas,pancreas,NA,NA,Pancreas,NA,Pancreas,pancreas,pancreas,NA,NA,pancreas,Pancreas,pancreas,Pancreas,pancreas,CAPAN1,pancreas,NA,NA,CVCL_0237,CAPAN1_184_2019,CAPAN-1,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,TRUE,ACH-000354
93,Capan-2,Capan-2,Capan-2,CAPAN2,NA,NA,Capan-2,CAPAN2,Capan-2,NA,Capan-2,Capan-2,Capan-2///CAPAN-2,NA,CAPAN2,Capan-2,Capan-2,pancreas,pancreas,pancreas,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas,NA,NA,pancreas,Pancreas,pancreas,Pancreas,pancreas,CAPAN2,pancreas,NA,NA,CVCL_0026,Capan2_185_2019,Capan-2,pancreas,Pancreatic ductal adenocarcinoma,Cancer cell line,NA,ACH-000107
94,CaR-1,CaR-1,NA,NA,NA,NA,CaR-1,NA,CaR-1,CaR-1,NA,NA,CaR-1,NA,NA,CaR-1,CaR-1,large_intestine,NA,NA,NA,NA,Colon,NA,Intestine,NA,digestive_system,NA,NA,large_intestine,Bowel,NA,Colon,large_intestine,NA,NA,NA,NA,CVCL_1116,CaR1_186_2019,CaR-1,large_intestine,Rectal adenocarcinoma,Cancer cell line,TRUE,ACH-002345
95,CAS-1,CAS-1,CAS-1,NA,NA,NA,NA,NA,CAS-1,NA,CAS-1,CAS-1,CAS-1,NA,CAS1,NA,CAS-1,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,NA,central_nervous_system,NA,NA,NA,NA,CVCL_1117,CAS1_187_2019,CAS-1,central_nervous_system,Glioblastoma,Cancer cell line,NA,ACH-000464
96,Ca Ski,Ca-Ski,NA,NA,NA,NA,Ca Ski,NA,Ca-Ski,Ca-Ski,NA,NA,Ca-Ski,NA,NA,Ca Ski,Ca-Ski,cervix,NA,NA,NA,NA,Cervix,NA,Cervix,NA,urogenital_system,NA,NA,cervix,Cervix,NA,Cervix,cervix,NA,NA,NA,NA,CVCL_1100,CaSki_158_2019,Ca-Ski,cervix,Human papillomavirus-related cervical squamous cell carcinoma,Cancer cell line,TRUE,ACH-001336
97,CCF-STTG1,CCF-STTG1,CCF-STTG1,CCFSTTG1,NA,NA,NA,NA,CCF-STTG1,NA,CCF-STTG1,CCF-STTG1,CCF-STTG1,NA,CCFSTTG1,CCF-STTG1,CCF-STTG1,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,central_nervous_system,CNS/Brain,central_nervous_system,Brain,central_nervous_system,CCFSTTG1,central_nervous_system,NA,NA,CVCL_1118,CCFSTTG1_188_2019,CCF-STTG1,central_nervous_system,Astrocytoma,Cancer cell line,NA,ACH-000329
98,CCRF-CEM,CCRF-CEM,NA,CCRFCEM,LE:CCRF_CEM,NA,NA,NA,CCRF-CEM,CCRF-CEM,NA,NA,CCRF-CEM,NA,NA,NA,CCRF-CEM,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,LE,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Lymphoid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,CCRFCEM,blood,CVCL_0207,CCRFCEM_190_2019,CCRF-CEM,haematopoietic_and_lymphoid_tissue,Childhood T acute lymphoblastic leukemia,Cancer cell line,NA,ACH-001738
99,CESS,CESS,NA,CESS,NA,NA,NA,NA,CESS,CESS,NA,NA,CESS,NA,NA,NA,CESS,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_0209,CESS_192_2019,CESS,haematopoietic_and_lymphoid_tissue,Adult acute myeloid leukemia,Transformed cell line,NA,ACH-002218
100,CFPAC-1,CFPAC-1,CFPAC-1,NA,NA,NA,CFPAC-1,CFPAC1,CFPAC-1,NA,CFPAC-1,CFPAC-1,CFPAC-1,NA,CFPAC1,CFPAC-1,CFPAC-1,pancreas,pancreas,NA,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas,NA,NA,pancreas,Pancreas,pancreas,Pancreas,pancreas,CFPAC1,pancreas,NA,NA,CVCL_1119,CFPAC1_193_2019,CFPAC-1,pancreas,Cystic fibrosis,Cancer cell line,TRUE,ACH-000138
101,CGTH-W-1,CGTH-W-1,CGTH-W-1,CGTHW1,NA,NA,NA,NA,CGTH-W-1,CGTH-W-1,NA,NA,CGTH-W-1,NA,CGTHW1,CGTH-W-1,CGTH-W-1,thyroid,thyroid,thyroid_gland,NA,NA,NA,NA,Thyroid,NA,thyroid,NA,NA,thyroid,Thyroid,thyroid,Thyroid,thyroid,CGTHW1,thyroid,NA,NA,CVCL_1120,CGTHW1_194_2019,CGTH-W-1,thyroid,Thyroid gland squamous cell carcinoma,Cancer cell line,NA,ACH-001023
102,ChaGo-K-1,ChaGo-K-1,ChaGo-K-1,CHAGOK1,NA,NA,ChaGo-K-1,CHAGOK1,ChaGo-K-1,NA,ChaGo-K-1,ChaGo-K-1,ChaGo-K-1,NA,CHAGOK1,ChaGo-K-1,ChaGo-K-1,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,NA,lung,Lung,lung,Lung,lung,CHAGOK1,lung,NA,NA,CVCL_1121,ChaGoK1_196_2019,ChaGo-K-1,lung,Bronchogenic carcinoma,Cancer cell line,TRUE,ACH-000867
103,CHL-1,CHL-1,CHL-1,CHL1,NA,NA,CHL-1,NA,CHL-1,CHL-1,NA,NA,CHL-1,NA,NA,CHL-1,CHL-1,skin,skin,skin,NA,NA,Skin,NA,Skin,NA,skin,NA,NA,skin,Skin,NA,Lung,skin,NA,NA,NA,NA,CVCL_1122,CHL1_197_2019,CHL-1,skin,Melanoma,Cancer cell line,TRUE,ACH-001024
104,CHP-126,CHP-126,CHP-126,NA,NA,NA,NA,NA,CHP-126,NA,CHP-126,CHP-126,CHP-126,NA,CHP126,NA,CHP-126,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA,Brain,autonomic_ganglia,nervous_system,NA,NA,autonomic_ganglia,Peripheral Nervous System,autonomic_ganglia,NA,autonomic_ganglia,NA,NA,NA,NA,CVCL_1123,CHP126_198_2019,CHP-126,autonomic_ganglia,Neuroblastoma,Cancer cell line,NA,ACH-000136
105,CHP-134,CHP-134,NA,NA,NA,NA,NA,NA,CHP-134,CHP-134,NA,NA,CHP-134,NA,NA,NA,CHP-134,autonomic_ganglia,NA,NA,NA,NA,NA,NA,PNS,NA,nervous_system,NA,NA,autonomic_ganglia,Peripheral Nervous System,NA,NA,autonomic_ganglia,NA,NA,NA,NA,CVCL_1124,CHP134_199_2019,CHP-134,autonomic_ganglia,Neuroblastoma,Cancer cell line,NA,ACH-001338
106,CHP-212,CHP-212,CHP-212,CHP212,NA,NA,CHP-212,NA,CHP-212,NA,CHP-212,CHP-212,CHP-212,NA,CHP212,CHP-212,CHP-212,autonomic_ganglia,autonomic_ganglia,brain,NA,NA,Brain,NA,Brain,autonomic_ganglia,nervous_system,NA,NA,autonomic_ganglia,Peripheral Nervous System,autonomic_ganglia,Brain,autonomic_ganglia,CHP212,autonomic_ganglia,NA,NA,CVCL_1125,CHP212_200_2019,CHP-212,autonomic_ganglia,Neuroblastoma,Cancer cell line,NA,ACH-000120
107,CMK,CMK,CMK,NA,NA,NA,NA,NA,CMK,NA,CMK,CMK,CMK,NA,CMK,NA,CMK,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_0216,CMK_210_2019,CMK,haematopoietic_and_lymphoid_tissue,Down syndrome,Cancer cell line,NA,ACH-000641
108,CML-T1,CML-T1,CML-T1,CMLT1,NA,NA,NA,NA,CML-T1,CML-T1,CML-T1,CML-T1,CML-T1,NA,CMLT1,NA,CML-T1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,Myeloid,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,CVCL_1126,CMLT1_213_2019,CML-T1,haematopoietic_and_lymphoid_tissue,"Chronic myelogenous leukemia, BCR-ABL1 positive",Cancer cell line,NA,ACH-000920
109,COLO 205,COLO-205,COLO 205,COLO205,CO:COLO205,NA,COLO 205,COLO205,COLO-205,COLO-205,NA,NA,COLO-205,NA,COLO205,COLO 205,COLO-205,large_intestine,large_intestine,colon,CO,NA,Colon,LARGE_INTESTINE,Intestin,NA,digestive_system,NA,NA,large_intestine,Bowel,large_intestine,Colon,large_intestine,NA,NA,NA,NA,CVCL_0218,COLO205_221_2019,COLO-205,large_intestine,Colon adenocarcinoma,Cancer cell line,TRUE,ACH-001039
